"pathway_id","pathway_name","n_genes","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","omni_p_final","omni_p_final_BH"
"GLYSYN2-PWY","glycine biosynthesis",16,0.303659369297898,0.949926751504541,0.127600777247474,0.01,0.328014409799666,0.127486636630592,0.53662571376695,0.80451,0.562187332196401,0.999999999999866,NA,NA,0.525494901019796,1,0.525494901019796,1
"PWY-6235","hydroxyjasmonate sulfate biosynthesis",2,0.72572128325236,0.699304205470846,1,0.1,0,0.626081117660668,0.314645840489844,0.092379,0.658458483212017,0.999999999999866,NA,NA,0.531093781243751,1,0.531093781243751,1
"PWY-8105","queuosine biosynthesis II (queuine salvage)",2,0.540516917709736,0.640432446064839,1,0.1,0,0.706816808623377,0.567907291417313,0.19568,0.669811889320511,0.999999999999866,NA,NA,0.537892421515697,1,0.537892421515697,1
"PWY-46","putrescine biosynthesis III",4,0.507277251460362,0.678589125637512,1,0.1,0,0.718015431216746,0.402568529808105,0.62785,0.649030262116019,0.999999999999866,NA,NA,0.542291541691662,1,0.542291541691662,1
"PWY-7458","violdelphin biosynthesis",6,0.75995727985712,0.724891230422096,1,0.1,0,0.719165031609609,0.156413769634565,0.23312,0.634534261914223,0.999999999999866,NA,NA,0.546490701859628,1,0.546490701859628,1
"PWY-7464","cyanidin 3,7-diglucoside polyacylation biosynthesis",6,0.75995727985712,0.724891230422096,1,0.1,0,0.719165031609609,0.156413769634565,0.23312,0.634534261914223,0.999999999999866,NA,NA,0.548890221955609,1,0.548890221955609,1
"PWY-8159","dipyrromethane cofactor biosynthesis",2,0.551752169875658,0.665994498908238,1,0.1,0,0.784019121607896,0.486195973480137,0.42762,0.686220967116838,0.999999999999866,NA,NA,0.576084783043391,1,0.576084783043391,1
"PWY-5060","luteolin biosynthesis",18,0.510868636672219,0.914589241819107,0.541497169908169,0.05,0.341462436291996,0.539387817250825,0.202445712071231,0.10149,0.651239863759477,0.999999999999866,NA,NA,0.602279544091182,1,0.602279544091182,1
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",8,0.736564812936763,0.795180088186163,1,0.1,0,0.790830181618079,0.160744543369477,0.20595,0.677394651967746,0.999999999999866,NA,NA,0.607678464307139,1,0.607678464307139,1
"PWY-5863","superpathway of phylloquinol biosynthesis",8,0.736564812936763,0.795180088186163,1,0.1,0,0.790830181618079,0.160744543369477,0.20595,0.677394651967746,0.999999999999866,NA,NA,0.620075984803039,1,0.620075984803039,1
"PWY-5910","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",8,0.736564812936763,0.795180088186163,1,0.1,0,0.790830181618079,0.160744543369477,0.20595,0.677394651967746,0.999999999999866,NA,NA,0.622075584883023,1,0.622075584883023,1
"PWY-6441","spermine and spermidine degradation III",15,0.764043349446826,0.906098976071378,0.510200216563398,0.05,0.148381481399259,0.509854858806368,0.190495001178192,0.95776,0.67107314997685,0.999999999999866,NA,NA,0.623875224955009,1,0.623875224955009,1
"PWY18C3-24","methylsalicylate degradation",2,0.83356698017948,0.746558139046456,1,0.1,0,0.655559231158733,0.257081580146627,0.96289,0.701350933167694,0.999999999999866,NA,NA,0.628474305138972,1,0.628474305138972,1
"PWY-5886","3-(4-hydroxyphenyl)pyruvate biosynthesis",4,0.622928600525469,0.795607691680279,1,0.1,0,0.808969018894579,0.276834320103442,0.65031,0.704313261907123,0.999999999999866,NA,NA,0.632873425314937,1,0.632873425314937,1
"PWY-5947","lutein biosynthesis",2,0.663614648854658,0.779770672234116,1,0.1,0,0.807239923496206,0.430189831117356,0.47481,0.728612034190757,0.999999999999866,NA,NA,0.68626274745051,1,0.68626274745051,1
"PWY-7345","superpathway of anaerobic sucrose degradation",2,0.793933226552632,0.80228009564045,1,0.1,0,0.748543081268502,0.353307889268535,0.12092,0.736424056453104,0.999999999999866,NA,NA,0.692661467706459,1,0.692661467706459,1
"PWY-8137","NADPH repair (eukaryotes)",2,0.665845030827705,0.714933438616566,1,0.1,0,0.681943906820267,0.76805155155636,0.81413,0.733778557771836,0.999999999999866,NA,NA,0.695260947810438,1,0.695260947810438,1
"PWY-6498","eumelanin biosynthesis",2,0.660479204277939,0.782971985021176,1,0.1,0,0.820644475417354,0.441597144665993,0.42099,0.735269381513978,0.999999999999866,NA,NA,0.713257348530294,1,0.713257348530294,1
"PWY-922","mevalonate pathway I (eukaryotes and bacteria)",27,0.81288991573112,0.941434093634381,0.366316653835381,0.02,0.361988734713847,0.365171225227768,0.258475077619535,0.54574,0.750909313080838,0.999999999999866,NA,NA,0.715656868626275,1,0.715656868626275,1
"PWY66-423","fructose 2,6-bisphosphate biosynthesis",2,0.594220157504889,0.712356775958453,1,0.1,0,0.778722256712454,0.777445053000017,0.41829,0.745386935198754,0.999999999999866,NA,NA,0.719056188762248,1,0.719056188762248,1
"PROUT-PWY","L-proline degradation I",6,0.900868013986643,0.857849878886061,1,0.1,0,0.570014176121238,0.19094321715831,0.084387,0.760245500849119,0.999999999999866,NA,NA,0.721055788842232,1,0.721055788842232,1
"PWY-6363","D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation",6,0.717164869922991,0.912655443740127,1,0.1,0,0.82634572748964,0.141870332246452,0.42918,0.759133035968744,0.999999999999866,NA,NA,0.72625474905019,1,0.72625474905019,1
"PWY3O-450","phosphatidylcholine biosynthesis I",9,0.638969165346384,0.860326457651822,1,0.1,0,0.80177014643086,0.467638767190966,0.082969,0.758196281847326,0.999999999999866,NA,NA,0.727854429114177,1,0.727854429114177,1
"HEME-BIOSYNTHESIS-II","heme <i>b</i> biosynthesis I (aerobic)",9,0.550075798597719,0.783414270990844,1,0.1,0,0.909339564096038,0.297038395744098,0.042014,0.763560394576049,0.999999999999866,NA,NA,0.733253349330134,1,0.733253349330134,1
"PWY-6950","DIMBOA-glucoside biosynthesis",7,0.674341188165409,0.873333275364326,1,0.1,0,0.854453630310514,0.337020088257759,0.80522,0.774499739537119,0.999999999999866,NA,NA,0.737252549490102,1,0.737252549490102,1
"PWY-3561","choline biosynthesis III",34,0.608577308156342,0.958247420553584,0.601861130192834,0.05,1.53382348164733,0.550162514646642,0.110999781924524,0.0020519,0.770093878127914,0.999999999999866,NA,NA,0.743851229754049,1,0.743851229754049,1
"LEUSYN-PWY","L-leucine biosynthesis",19,0.528347958213008,0.924727406171556,0.726657821554225,0.1,0.982466061873631,0.698698352530237,0.433960211145526,0.1495,0.768333354788344,0.999999999999866,NA,NA,0.748850229954009,1,0.748850229954009,1
"PWY-6540","costunolide biosynthesis",2,0.7397494467956,0.812003641234155,1,0.1,0,0.791880274521269,0.610571242587673,0.48157,0.764355248446157,0.999999999999866,NA,NA,0.764447110577884,1,0.764447110577884,1
"PWY-5139","pelargonidin conjugates biosynthesis",3,0.50726359005019,0.656784463865567,1,0.1,0,0.833708130479668,0.876792430143726,0.28017,0.782101038619067,0.999999999999866,NA,NA,0.76504699060188,1,0.76504699060188,1
"PWY-5268","salvianin biosynthesis",3,0.50726359005019,0.656784463865567,1,0.1,0,0.833708130479668,0.876792430143726,0.28017,0.782101038619067,0.999999999999866,NA,NA,0.766646670665867,1,0.766646670665867,1
"METHIONINE-DEG1-PWY","L-methionine degradation I (to L-homocysteine)",6,0.716888867392678,0.872548582693033,1,0.1,0,0.868646037771417,0.430123505328891,0.53589,0.793883337692269,0.999999999999866,NA,NA,0.770645870825835,1,0.770645870825835,1
"PWY-4861","UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)",9,0.602493064949557,0.883656267140153,1,0.1,0,0.849714444308453,0.529239237150431,0.79849,0.78825183601116,0.999999999999866,NA,NA,0.770845830833833,1,0.770845830833833,1
"PWY-7528","L-methionine salvage cycle I (bacteria and plants)",5,0.75146878243593,0.881620112365337,1,0.1,0,0.815766197992937,0.559673663424521,0.29313,0.79523169960382,0.999999999999866,NA,NA,0.774245150969806,1,0.774245150969806,1
"PWY0A-6303","methyl indole-3-acetate interconversion",7,0.703707433949694,0.889307708202161,1,0.1,0,0.864501331221493,0.365208512122579,0.94455,0.794426483604101,0.999999999999866,NA,NA,0.774845030993801,1,0.774845030993801,1
"PWY-6237","nucleobase ascorbate transport I",2,0.804424097911863,0.807717772171232,1,0.1,0,0.752341458683549,0.715838117158137,0.34473,0.780493653712072,0.999999999999866,NA,NA,0.777244551089782,1,0.777244551089782,1
"PWY-6754","<i>S</i>-methyl-5'-thioadenosine degradation I",5,0.907138110170294,0.850954966721997,1,0.1,0,0.72476163856685,0.362027023049261,0.19673,0.804140198483945,0.999999999999866,NA,NA,0.783043391321736,1,0.783043391321736,1
"PWY-63","UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)",4,0.693997847774503,0.892894228678694,1,0.1,0,0.874953390715324,0.387131212159859,0.41613,0.80205936949652,0.999999999999866,NA,NA,0.789242151569686,1,0.789242151569686,1
"PWY-6019","pseudouridine degradation",3,0.648509597668412,0.797761439434314,1,0.1,0,0.877728766130617,0.728299075994433,0.61628,0.793220281102387,0.999999999999866,NA,NA,0.789442111577685,1,0.789442111577685,1
"PWY-6030","serotonin and melatonin biosynthesis",9,0.618171899595709,0.885087969145558,1,0.1,0,0.885314480177562,0.596547616364651,0.83346,0.810488913473168,0.999999999999866,NA,NA,0.791641671665667,1,0.791641671665667,1
"PWY-5925","hydroxylated mugineic acid phytosiderophore biosynthesis",3,0.757725753684695,0.829713014656958,1,0.1,0,0.876260908537499,0.748250045023316,0.90121,0.81369454345351,0.999999999999866,NA,NA,0.82123575284943,1,0.82123575284943,1
"PWY1F-823","leucopelargonidin and leucocyanidin biosynthesis",9,0.750399304163359,0.945803549957176,1,0.1,0,0.796929268962809,0.293557923878094,0.75321,0.835315939614106,0.999999999999866,NA,NA,0.8250349930014,1,0.8250349930014,1
"PWY-7197","pyrimidine deoxyribonucleotide phosphorylation",12,0.859624177124265,0.889275934450587,1,0.1,0,0.915915539491463,0.209511049208726,0.5978,0.833277432508985,0.999999999999866,NA,NA,0.828434313137372,1,0.828434313137372,1
"PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA",10,0.623472461416775,0.922317502502053,1,0.1,0,0.904574305304266,0.551926854272396,0.19834,0.841547394307751,0.999999999999866,NA,NA,0.832633473305339,1,0.832633473305339,1
"PWY-2841","cytokinins degradation",2,0.912102372423961,0.828421373038417,1,0.1,0,0.746975507886902,0.670256959926219,0.29616,0.824853331315887,0.999999999999866,NA,NA,0.833633273345331,1,0.833633273345331,1
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",12,0.846487054054861,0.884407019690833,1,0.1,0,0.915915539491463,0.439022471057764,0.61442,0.844692721052703,0.999999999999866,NA,NA,0.845230953809238,1,0.845230953809238,1
"SULFMETII-PWY","assimilatory sulfate reduction II",9,0.73517601756052,0.90812969209262,1,0.1,0,0.936179869532634,0.299696724462728,0.36864,0.850456618099588,0.999999999999866,NA,NA,0.846030793841232,1,0.846030793841232,1
"OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch) I",12,0.833679450611218,0.963683767245991,0.446370140207765,0.05,0.0788597904879737,0.446296439604456,0.228712062013672,0.86592,0.838274052739024,0.999999999999866,NA,NA,0.84623075384923,1,0.84623075384923,1
"PWY-7280","ternatin C3 biosynthesis",2,0.920421996761966,0.872098593348078,1,0.1,0,0.808392877574402,0.354577549754747,0.38,0.832530555396157,0.999999999999866,NA,NA,0.847430513897221,1,0.847430513897221,1
"PWY-5048","rosmarinic acid biosynthesis I",34,0.645039074022404,0.960133799224951,0.818768367009263,0.1,2.16166385276451,0.868631294719938,0.289071967391365,0.68118,0.869437973826876,0.999999999999866,NA,NA,0.849830033993201,1,0.849830033993201,1
"PWY-6440","spermine and spermidine degradation II",3,0.903981447075166,0.913654058626912,1,0.1,0,0.86927419520004,0.709948262658835,0.90283,0.866956778149403,0.999999999999866,NA,NA,0.8500299940012,1,0.8500299940012,1
"PWY-5957","L-nicotianamine biosynthesis",9,0.833271876942965,0.942568955181383,1,0.1,0,0.816563592502891,0.497952922919823,0.87106,0.853957225425308,0.999999999999866,NA,NA,0.851429714057189,1,0.851429714057189,1
"PWY-3341","L-proline biosynthesis III (from L-ornithine)",2,0.867847475570634,0.885121341222491,1,0.1,0,0.84468199202914,0.617402619634109,0.362,0.831807054727878,0.999999999999866,NA,NA,0.854429114177165,1,0.854429114177165,1
"PWY-5872","ubiquinol-10 biosynthesis (late decarboxylation)",6,0.951532998951668,0.862982797047547,1,0.1,0,0.658323239436755,0.247691548651434,0.16908,0.847145507995141,0.999999999999866,NA,NA,0.855428914217157,1,0.855428914217157,1
"PWY0-166","superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)",21,0.856568579906354,0.970427065308127,0.638433676797305,0.05,0.113113009789537,0.638130614049042,0.11081234683093,0.84474,0.863894354465858,0.999999999999866,NA,NA,0.861627674465107,1,0.861627674465107,1
"PWYQT-4445","pyrimidine salvage pathway",18,0.782101339279658,0.963788531084713,0.751103625554628,0.1,0.668172426124687,0.737433651358612,0.296495717629701,0.71799,0.865976674692404,0.999999999999866,NA,NA,0.866426714657069,1,0.866426714657069,1
"PWY-5704","urea degradation II",2,0.788411578902934,0.901351339223174,1,0.1,0,0.911781325746535,0.660164277381442,0.59358,0.850364114176178,0.999999999999866,NA,NA,0.869026194761048,1,0.869026194761048,1
"PWY-5434","(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I",4,0.597270957428244,0.83859809390177,1,0.1,0,0.939564444562575,0.857416295093415,0.40041,0.861723312538998,0.999999999999866,NA,NA,0.869826034793041,1,0.869826034793041,1
"PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate",4,0.771464225890118,0.938060772348537,1,0.1,0,0.895227650642539,0.673147463208139,0.80546,0.865578918869577,0.999999999999866,NA,NA,0.870225954809038,1,0.870225954809038,1
"PWY-6745","phytochelatins biosynthesis",4,0.853589359872864,0.852957733361356,1,0.1,0,0.92111090415012,0.839996751199734,0.26352,0.866076461271273,0.999999999999866,NA,NA,0.874825034993001,1,0.874825034993001,1
"PWY-6066","IAA biosynthesis VII",3,0.780870366939752,0.928487000876376,1,0.1,0,0.922233443648866,0.526028453265597,0.59345,0.864864320523372,0.999999999999866,NA,NA,0.880823835232953,1,0.880823835232953,1
"PANTO-PWY","phosphopantothenate biosynthesis I",3,0.945014695533564,0.890142355141115,1,0.1,0,0.814711299425333,0.612793072189565,0.36309,0.872214920918784,0.999999999999866,NA,NA,0.886022795440912,1,0.886022795440912,1
"PWY-6012","acyl carrier protein metabolism",5,0.622561795906305,0.853532193559884,1,0.1,0,0.956855724024086,0.84843631450253,0.58624,0.883703590300453,0.999999999999866,NA,NA,0.890421915616877,1,0.890421915616877,1
"PWY-7546","diphthamide biosynthesis II (eukaryotes)",7,0.749623711536551,0.94822049066497,1,0.1,0,0.933922462025619,0.450674354942817,0.74014,0.88360477936188,0.999999999999866,NA,NA,0.891821635672865,1,0.891821635672865,1
"PWY-3385","choline biosynthesis I",16,0.653553820505359,0.966667428886356,1,0.1,0,0.890774173306592,0.396346543297745,0.99172,0.889911479220703,0.999999999999866,NA,NA,0.893621275744851,1,0.893621275744851,1
"PWY-7204","pyridoxal 5'-phosphate salvage II (plants)",18,0.809391408460469,0.945445378530767,1,0.1,0,0.937333074436413,0.460153213991832,0.22586,0.8871475566331,0.999999999999866,NA,NA,0.894221155768846,1,0.894221155768846,1
"PWY-1822","indole-3-acetate activation I",5,0.811612354201262,0.936621468423663,1,0.1,0,0.947223763874301,0.417572132229615,0.35186,0.88733008292917,0.999999999999866,NA,NA,0.898020395920816,1,0.898020395920816,1
"PWY-4541","lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)",12,0.802308095967387,0.921249776223973,1,0.1,0,0.956365634802228,0.441262235208658,0.21555,0.889321582978883,0.999999999999866,NA,NA,0.89882023595281,1,0.89882023595281,1
"PWY-6543","4-aminobenzoate biosynthesis I",3,0.797067298764305,0.942357093141363,1,0.1,0,0.930619444307784,0.704928741244647,0.40013,0.886735522136858,0.999999999999866,NA,NA,0.904419116176765,1,0.904419116176765,1
"CYSTSYN-PWY","L-cysteine biosynthesis I",15,0.655428269081545,0.960604275604518,1,0.1,0,0.93524960009496,0.536892262429936,0.46537,0.897010571492935,0.999999999999866,NA,NA,0.909018196360728,1,0.909018196360728,1
"PWY-4984","urea cycle",13,0.690447621535876,0.956052801952016,1,0.1,0,0.968669198653586,0.477671474768312,0.73499,0.919356368988886,0.999999999999866,NA,NA,0.910617876424715,1,0.910617876424715,1
"POLYAMINSYN3-PWY","superpathway of polyamine biosynthesis II",3,0.794165494861898,0.944637733183342,1,0.1,0,0.949386356402892,0.637281035751818,0.35172,0.898144636929193,0.999999999999866,NA,NA,0.916616676664667,1,0.916616676664667,1
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)",6,0.668572294743589,0.897710392805046,1,0.1,0,0.966034084015733,0.899946263598358,0.40869,0.910822062838842,0.999999999999866,NA,NA,0.920415916816637,1,0.920415916816637,1
"PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",5,0.937328028270454,0.912019521094746,1,0.1,0,0.950416260185522,0.744726776693634,0.47502,0.9101970215297,0.999999999999866,NA,NA,0.921615676864627,1,0.921615676864627,1
"PWY-7590","(7Z,10Z,13Z)-hexadecatrienoate biosynthesis",3,0.714574295285279,0.917367498293341,1,0.1,0,0.970695364642094,0.737457498131647,0.69525,0.912346852900846,0.999999999999866,NA,NA,0.926014797040592,1,0.926014797040592,1
"UDPNACETYLGALSYN-PWY","UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II",22,0.646050432549308,0.973754618018302,1,0.1,0,0.954768954429273,0.668537958789633,0.15928,0.927418218168875,0.999999999999866,NA,NA,0.930813837232554,1,0.930813837232554,1
"PWY-7344","UDP-&alpha;-D-galactose biosynthesis",4,0.807897432883082,0.950363087920741,1,0.1,0,0.961916105913515,0.76395021875795,0.5245,0.916399353240734,0.999999999999866,NA,NA,0.932213557288542,1,0.932213557288542,1
"PWY-2541","phytosterol biosynthesis (plants)",13,0.823642144786107,0.979493874802354,1,0.1,0,0.758834873984826,0.463158529829111,0.8053,0.919846338215118,0.999999999999866,NA,NA,0.932413517296541,1,0.932413517296541,1
"CITRULLINE-DEG-PWY","L-citrulline degradation",14,0.758101196848429,0.960280971778963,1,0.1,0,0.97599636561179,0.359582201333427,0.64254,0.932332073686118,0.999999999999866,NA,NA,0.932613477304539,1,0.932613477304539,1
"PWY-5350","thiosulfate disproportionation IV (rhodanese)",6,0.695100681434313,0.949610739348123,1,0.1,0,0.968344142920879,0.748461313078855,0.68607,0.919535313262519,0.999999999999866,NA,NA,0.933013397320536,1,0.933013397320536,1
"PWY-5115","GDP-L-galactose biosynthesis",2,0.846554503166066,0.953602451158374,1,0.1,0,0.96813692564895,0.515977080411391,0.83645,0.922416496948435,0.999999999999866,NA,NA,0.934013197360528,1,0.934013197360528,1
"PWY-5125","anthocyanin biosynthesis",13,0.639502054812525,0.94202198462977,1,0.1,0,0.973270022983499,0.533648718850766,0.53728,0.919153092438434,0.999999999999866,NA,NA,0.934613077384523,1,0.934613077384523,1
"PWY-5453","methylglyoxal degradation III",6,0.67576460870772,0.950331178488367,1,0.1,0,0.986742890187312,0.531649737224662,0.11666,0.951329736727209,0.999999999999866,NA,NA,0.935412917416517,1,0.935412917416517,1
"PWY4FS-4","phosphatidylcholine biosynthesis IV",8,0.717063667397328,0.968959403315037,1,0.1,0,0.958891232466267,0.511117804990009,0.99718,0.922561288121833,0.999999999999866,NA,NA,0.935412917416517,1,0.935412917416517,1
"PWY-5035","gibberellin biosynthesis III (early C-13 hydroxylation)",10,0.801821411481071,0.962306440755066,1,0.1,0,0.965778503927717,0.462195582610336,0.26184,0.923204672331924,0.999999999999866,NA,NA,0.938212357528494,1,0.938212357528494,1
"LEU-DEG2-PWY","L-leucine degradation I",14,0.95436823602694,0.975834381252299,1,0.1,0,0.783235416470713,0.773390936336085,0.0040408,0.934204662266493,0.999999999999866,NA,NA,0.94001199760048,1,0.94001199760048,1
"PWY-5027","phylloquinol biosynthesis",7,0.589704017533884,0.904990851924651,1,0.1,0,0.981775324720672,0.621586412966925,0.2842,0.931179456227143,0.999999999999866,NA,NA,0.940811837632474,1,0.940811837632474,1
"PWY-2681","<i>trans</i>-zeatin biosynthesis",23,0.763832226602014,0.976671614005514,1,0.1,0,0.967513269925975,0.205350699895973,0.10683,0.935976991808727,0.999999999999866,NA,NA,0.941011797640472,1,0.941011797640472,1
"PWY-6275","&beta;-caryophyllene biosynthesis",9,0.687279993534854,0.964560172613176,1,0.1,0,0.975265580387859,0.609180278652148,0.28847,0.935115879258746,0.999999999999866,NA,NA,0.941011797640472,1,0.941011797640472,1
"PWY-7416","phospholipid remodeling (phosphatidylcholine, yeast)",45,0.80200444557192,0.991420989906158,0.464994007921824,0.02,0.79682874650688,0.455745810248498,0.344633376278668,0.42875,0.958037380071073,0.999999999999866,NA,NA,0.946410717856429,1,0.946410717856429,1
"PWY-5667","CDP-diacylglycerol biosynthesis I",29,0.646372665512262,0.981729088293771,1,0.1,0,0.95301041106646,0.381086558526788,0.3211,0.938619295207021,0.999999999999866,NA,NA,0.947210557888422,1,0.947210557888422,1
