gene_set,GeneID
Fst_landraces_N,Zm00001eb153100
Fst_landraces_N,Zm00001eb146250
Fst_landraces_N,Zm00001eb095250
Fst_landraces_N,Zm00001eb206290
Fst_landraces_N,Zm00001eb353110
Fst_landraces_N,Zm00001eb346230
Fst_landraces_N,Zm00001eb127020
Fst_landraces_N,Zm00001eb239450
Fst_landraces_N,Zm00001eb365960
Fst_landraces_N,Zm00001eb403750
Fst_landraces_N,Zm00001eb235330
Fst_landraces_N,Zm00001eb331920
Fst_landraces_N,Zm00001eb399630
Fst_landraces_N,Zm00001eb360020
Fst_landraces_N,Zm00001eb102030
Fst_landraces_N,Zm00001eb231790
Fst_landraces_N,Zm00001eb174640
Fst_landraces_N,Zm00001eb355290
Fst_landraces_N,Zm00001eb355300
Fst_landraces_N,Zm00001eb019780
Fst_landraces_N,Zm00001eb124620
Fst_landraces_N,Zm00001eb029730
Fst_landraces_N,Zm00001eb392530
Fst_landraces_N,Zm00001eb246670
Fst_landraces_N,Zm00001eb384900
Fst_landraces_N,Zm00001eb384910
Fst_landraces_N,Zm00001eb308830
Fst_landraces_N,Zm00001eb148220
Fst_landraces_N,Zm00001eb201230
Fst_landraces_N,Zm00001eb028310
Fst_landraces_N,Zm00001eb273940
Fst_landraces_N,Zm00001eb133740
Fst_landraces_N,Zm00001eb151400
Fst_landraces_N,Zm00001eb098660
Fst_landraces_N,Zm00001eb199500
Fst_landraces_N,Zm00001eb145500
Fst_landraces_N,Zm00001eb250240
Fst_landraces_N,Zm00001eb130260
Fst_landraces_N,Zm00001eb312850
Fst_landraces_N,Zm00001eb085190
Fst_landraces_N,Zm00001eb075470
Fst_landraces_N,Zm00001eb126920
Fst_landraces_N,Zm00001eb095280
Fst_landraces_N,Zm00001eb353270
Fst_landraces_N,Zm00001eb250230
Fst_landraces_N,Zm00001eb410840
Fst_landraces_N,Zm00001eb201570
Fst_landraces_N,Zm00001eb233720
Fst_landraces_N,Zm00001eb421890
Fst_landraces_N,Zm00001eb014630
Fst_landraces_N,Zm00001eb028710
Fst_landraces_N,Zm00001eb306140
Fst_landraces_N,Zm00001eb321200
Fst_landraces_N,Zm00001eb287940
Fst_landraces_N,Zm00001eb395290
Fst_landraces_N,Zm00001eb151200
Fst_landraces_N,Zm00001eb198390
Fst_landraces_N,Zm00001eb276140
Fst_landraces_N,Zm00001eb014810
Fst_landraces_N,Zm00001eb120370
Fst_landraces_N,Zm00001eb048210
Fst_landraces_N,Zm00001eb174210
Fst_landraces_N,Zm00001eb235200
Fst_landraces_N,Zm00001eb399670
Fst_landraces_N,Zm00001eb399660
Fst_landraces_N,Zm00001eb146510
Fst_landraces_N,Zm00001eb099580
Fst_landraces_N,Zm00001eb203350
Fst_landraces_N,Zm00001eb151470
Fst_landraces_N,Zm00001eb417900
Fst_landraces_N,Zm00001eb200790
Fst_landraces_N,Zm00001eb158290
Fst_landraces_N,Zm00001eb127060
Fst_landraces_N,Zm00001eb127070
Fst_landraces_N,Zm00001eb277480
Fst_landraces_N,Zm00001eb029770
Fst_landraces_N,Zm00001eb130750
Fst_landraces_N,Zm00001eb296120
Fst_landraces_N,Zm00001eb201610
Fst_landraces_N,Zm00001eb009940
Fst_landraces_N,Zm00001eb410820
Fst_landraces_N,Zm00001eb151380
Fst_landraces_N,Zm00001eb018630
Fst_landraces_N,Zm00001eb359150
Fst_landraces_N,Zm00001eb246650
Fst_landraces_N,Zm00001eb275340
Fst_landraces_N,Zm00001eb234090
Fst_landraces_N,Zm00001eb095270
Fst_landraces_N,Zm00001eb138260
Fst_landraces_N,Zm00001eb102380
Fst_landraces_N,Zm00001eb199260
Fst_landraces_N,Zm00001eb199270
Fst_landraces_N,Zm00001eb151620
Fst_landraces_N,Zm00001eb313980
Fst_landraces_N,Zm00001eb399780
Fst_landraces_N,Zm00001eb127010
Fst_landraces_N,Zm00001eb384620
Fst_landraces_N,Zm00001eb294430
Fst_landraces_N,Zm00001eb362180
Fst_landraces_N,Zm00001eb260190
Fst_landraces_N,Zm00001eb004740
Fst_landraces_N,Zm00001eb004750
Fst_landraces_N,Zm00001eb277460
Fst_landraces_N,Zm00001eb200230
Fst_landraces_N,Zm00001eb028690
Fst_landraces_N,Zm00001eb346280
Fst_landraces_N,Zm00001eb325850
Fst_landraces_N,Zm00001eb310770
Fst_landraces_N,Zm00001eb019800
Fst_landraces_N,Zm00001eb029720
Fst_landraces_N,Zm00001eb384940
Fst_landraces_N,Zm00001eb088850
Fst_landraces_N,Zm00001eb274260
Fst_landraces_N,Zm00001eb103400
Fst_landraces_N,Zm00001eb041610
Fst_landraces_N,Zm00001eb378140
Fst_landraces_N,Zm00001eb026810
Fst_landraces_N,Zm00001eb109770
Fst_landraces_N,Zm00001eb385300
Fst_landraces_N,Zm00001eb029300
Fst_landraces_N,Zm00001eb130400
Fst_landraces_N,Zm00001eb030710
Fst_landraces_N,Zm00001eb419510
Fst_landraces_N,Zm00001eb267020
Fst_landraces_N,Zm00001eb399680
Fst_landraces_N,Zm00001eb035370
Fst_landraces_N,Zm00001eb232410
Fst_landraces_N,Zm00001eb340000
Fst_landraces_N,Zm00001eb035320
Fst_landraces_N,Zm00001eb153090
Fst_landraces_N,Zm00001eb046650
Fst_landraces_N,Zm00001eb249380
Fst_landraces_N,Zm00001eb058360
Fst_landraces_N,Zm00001eb375250
Fst_landraces_N,Zm00001eb417170
Fst_landraces_N,Zm00001eb227100
Fst_landraces_N,Zm00001eb339990
Fst_landraces_N,Zm00001eb269770
Fst_landraces_N,Zm00001eb093280
Fst_landraces_N,Zm00001eb241950
Fst_landraces_N,Zm00001eb316520
Fst_landraces_N,Zm00001eb000190
Fst_landraces_N,Zm00001eb000200
Fst_landraces_N,Zm00001eb127850
Fst_landraces_N,Zm00001eb203360
Fst_landraces_N,Zm00001eb198220
Fst_landraces_N,Zm00001eb090480
Fst_landraces_N,Zm00001eb136120
Fst_landraces_N,Zm00001eb019660
Fst_landraces_N,Zm00001eb033140
Fst_landraces_N,Zm00001eb133700
Fst_landraces_N,Zm00001eb425730
Fst_landraces_N,Zm00001eb052720
Fst_landraces_N,Zm00001eb149490
Fst_landraces_N,Zm00001eb311120
Fst_landraces_N,Zm00001eb387490
Fst_landraces_N,Zm00001eb144930
Fst_landraces_N,Zm00001eb105050
Fst_landraces_N,Zm00001eb046510
Fst_landraces_N,Zm00001eb075990
Fst_landraces_N,Zm00001eb362730
Fst_landraces_N,Zm00001eb234980
Fst_landraces_N,Zm00001eb233930
Fst_landraces_N,Zm00001eb124300
Fst_landraces_N,Zm00001eb009870
Fst_landraces_N,Zm00001eb149510
Fst_landraces_N,Zm00001eb139600
Fst_landraces_N,Zm00001eb059970
Fst_landraces_N,Zm00001eb028110
Fst_landraces_N,Zm00001eb227040
Fst_landraces_N,Zm00001eb150820
Fst_landraces_N,Zm00001eb287800
Fst_landraces_N,Zm00001eb287810
Fst_landraces_N,Zm00001eb031280
Fst_landraces_N,Zm00001eb225150
Fst_landraces_N,Zm00001eb233670
Fst_landraces_N,Zm00001eb433040
Fst_landraces_N,Zm00001eb013300
Fst_landraces_N,Zm00001eb418570
Fst_landraces_N,Zm00001eb233940
Fst_landraces_N,Zm00001eb411170
Fst_landraces_N,Zm00001eb150740
Fst_landraces_N,Zm00001eb394260
Fst_landraces_N,Zm00001eb287900
Fst_landraces_N,Zm00001eb250070
Fst_landraces_N,Zm00001eb144140
Fst_landraces_N,Zm00001eb359990
Fst_landraces_N,Zm00001eb127100
Fst_landraces_N,Zm00001eb286480
Fst_landraces_N,Zm00001eb015220
Fst_landraces_N,Zm00001eb339470
Fst_landraces_N,Zm00001eb379470
Fst_landraces_N,Zm00001eb074640
Fst_landraces_N,Zm00001eb091740
Fst_landraces_N,Zm00001eb269170
Fst_landraces_N,Zm00001eb233110
Fst_landraces_N,Zm00001eb050320
Fst_landraces_N,Zm00001eb424340
Fst_landraces_N,Zm00001eb267410
Fst_landraces_N,Zm00001eb090160
Fst_landraces_N,Zm00001eb309030
Fst_landraces_N,Zm00001eb040770
Fst_landraces_N,Zm00001eb409460
Fst_landraces_N,Zm00001eb235270
Fst_landraces_N,Zm00001eb239360
Fst_landraces_N,Zm00001eb198350
Fst_landraces_N,Zm00001eb087090
Fst_landraces_N,Zm00001eb079940
Fst_landraces_N,Zm00001eb430000
Fst_landraces_N,Zm00001eb404830
Fst_landraces_N,Zm00001eb231990
Fst_landraces_N,Zm00001eb250210
Fst_landraces_N,Zm00001eb249020
Fst_landraces_N,Zm00001eb363100
Fst_landraces_N,Zm00001eb239300
Fst_landraces_N,Zm00001eb110950
Fst_landraces_N,Zm00001eb385110
Fst_landraces_N,Zm00001eb167910
Fst_landraces_N,Zm00001eb309370
Fst_landraces_N,Zm00001eb343240
Fst_landraces_N,Zm00001eb126970
Fst_landraces_N,Zm00001eb234030
Fst_landraces_N,Zm00001eb019250
Fst_landraces_N,Zm00001eb081540
Fst_landraces_N,Zm00001eb055150
Fst_landraces_N,Zm00001eb137170
Fst_landraces_N,Zm00001eb234990
Fst_landraces_N,Zm00001eb275860
Fst_landraces_N,Zm00001eb036510
Fst_landraces_N,Zm00001eb399800
Fst_landraces_N,Zm00001eb127030
Fst_landraces_N,Zm00001eb009430
Fst_landraces_N,Zm00001eb288370
Fst_landraces_N,Zm00001eb050110
Fst_landraces_N,Zm00001eb387860
Fst_landraces_N,Zm00001eb339480
Fst_landraces_N,Zm00001eb054090
Fst_landraces_N,Zm00001eb090590
Fst_landraces_N,Zm00001eb361580
Fst_landraces_N,Zm00001eb132550
Fst_landraces_N,Zm00001eb302900
Fst_landraces_N,Zm00001eb151530
Fst_landraces_N,Zm00001eb054480
Fst_landraces_N,Zm00001eb043000
Fst_landraces_N,Zm00001eb417890
Fst_landraces_N,Zm00001eb120710
Fst_landraces_N,Zm00001eb031240
Fst_landraces_N,Zm00001eb235170
Fst_landraces_N,Zm00001eb235180
Fst_landraces_N,Zm00001eb286460
Fst_landraces_N,Zm00001eb394300
Fst_landraces_N,Zm00001eb201430
Fst_landraces_N,Zm00001eb152430
Fst_landraces_N,Zm00001eb355560
Fst_landraces_N,Zm00001eb355570
Fst_landraces_N,Zm00001eb165010
Fst_landraces_N,Zm00001eb117350
Fst_landraces_N,Zm00001eb380410
Fst_landraces_N,Zm00001eb048230
Fst_landraces_N,Zm00001eb273690
Fst_landraces_N,Zm00001eb384840
Fst_landraces_N,Zm00001eb139570
Fst_landraces_N,Zm00001eb091420
Fst_landraces_N,Zm00001eb199380
Fst_landraces_N,Zm00001eb182290
Fst_landraces_N,Zm00001eb264910
Fst_landraces_N,Zm00001eb143110
Fst_landraces_N,Zm00001eb165060
Fst_landraces_N,Zm00001eb250000
Fst_landraces_N,Zm00001eb249990
Fst_landraces_N,Zm00001eb026770
Fst_landraces_N,Zm00001eb104260
Fst_landraces_N,Zm00001eb110000
Fst_landraces_N,Zm00001eb303080
Fst_landraces_N,Zm00001eb275040
Fst_landraces_N,Zm00001eb006680
Fst_landraces_N,Zm00001eb022180
Fst_landraces_N,Zm00001eb126960
Fst_landraces_N,Zm00001eb223540
Fst_landraces_N,Zm00001eb338180
Fst_landraces_N,Zm00001eb338190
Fst_landraces_N,Zm00001eb233840
Fst_landraces_N,Zm00001eb139620
Fst_landraces_N,Zm00001eb227030
Fst_landraces_N,Zm00001eb050710
Fst_landraces_N,Zm00001eb384240
Fst_landraces_N,Zm00001eb403280
Fst_landraces_N,Zm00001eb143230
Fst_landraces_N,Zm00001eb250530
Fst_landraces_N,Zm00001eb155350
Fst_landraces_N,Zm00001eb050330
Fst_landraces_N,Zm00001eb378830
Fst_landraces_N,Zm00001eb218680
Fst_landraces_N,Zm00001eb238250
Fst_landraces_N,Zm00001eb133460
Fst_landraces_N,Zm00001eb352450
Fst_landraces_N,Zm00001eb310260
Fst_landraces_N,Zm00001eb151640
Fst_landraces_N,Zm00001eb014450
Fst_landraces_N,Zm00001eb203450
Fst_landraces_N,Zm00001eb048160
Fst_landraces_N,Zm00001eb036580
Fst_landraces_N,Zm00001eb198360
Fst_landraces_N,Zm00001eb199280
Fst_landraces_N,Zm00001eb128410
Fst_landraces_N,Zm00001eb200260
Fst_landraces_N,Zm00001eb054660
Fst_landraces_N,Zm00001eb284090
Fst_landraces_N,Zm00001eb264110
Fst_landraces_N,Zm00001eb081930
Fst_landraces_N,Zm00001eb295640
Fst_landraces_N,Zm00001eb135910
Fst_landraces_N,Zm00001eb313590
Fst_landraces_N,Zm00001eb231830
Fst_landraces_N,Zm00001eb250080
Fst_landraces_N,Zm00001eb382290
Fst_landraces_N,Zm00001eb232290
Fst_landraces_N,Zm00001eb321900
Fst_landraces_N,Zm00001eb092660
Fst_landraces_N,Zm00001eb430580
Fst_landraces_N,Zm00001eb270300
Fst_landraces_N,Zm00001eb086270
Fst_landraces_N,Zm00001eb086280
Fst_landraces_N,Zm00001eb246190
Fst_landraces_N,Zm00001eb208600
Fst_landraces_N,Zm00001eb086320
Fst_landraces_N,Zm00001eb426060
Fst_landraces_N,Zm00001eb126890
Fst_landraces_N,Zm00001eb284320
Fst_landraces_N,Zm00001eb204010
Fst_landraces_N,Zm00001eb052960
Fst_landraces_N,Zm00001eb040760
Fst_landraces_N,Zm00001eb046620
Fst_landraces_N,Zm00001eb254490
Fst_landraces_N,Zm00001eb300170
Fst_landraces_N,Zm00001eb399140
Fst_landraces_N,Zm00001eb098680
Fst_landraces_N,Zm00001eb248640
Fst_landraces_N,Zm00001eb122470
Fst_landraces_N,Zm00001eb329280
Fst_landraces_N,Zm00001eb269140
Fst_landraces_N,Zm00001eb151710
Fst_landraces_N,Zm00001eb381470
Fst_landraces_N,Zm00001eb286490
Fst_landraces_N,Zm00001eb175480
Fst_landraces_N,Zm00001eb009290
Fst_landraces_N,Zm00001eb204910
Fst_landraces_N,Zm00001eb415440
Fst_landraces_N,Zm00001eb346300
Fst_landraces_N,Zm00001eb232000
Fst_landraces_N,Zm00001eb426050
Fst_landraces_N,Zm00001eb026800
Fst_landraces_N,Zm00001eb200960
Fst_landraces_N,Zm00001eb200970
Fst_landraces_N,Zm00001eb418430
Fst_landraces_N,Zm00001eb382310
Fst_landraces_N,Zm00001eb031330
Fst_landraces_N,Zm00001eb233120
Fst_landraces_N,Zm00001eb233130
Fst_landraces_N,Zm00001eb149840
Fst_landraces_N,Zm00001eb140570
Fst_landraces_N,Zm00001eb319580
Fst_landraces_N,Zm00001eb028030
Fst_landraces_N,Zm00001eb417470
Fst_landraces_N,Zm00001eb424350
Fst_landraces_N,Zm00001eb054050
Fst_landraces_N,Zm00001eb179350
Fst_landraces_N,Zm00001eb235230
Fst_landraces_N,Zm00001eb249930
Fst_landraces_N,Zm00001eb425720
Fst_landraces_N,Zm00001eb136060
Fst_landraces_N,Zm00001eb240100
Fst_landraces_N,Zm00001eb127090
Fst_landraces_N,Zm00001eb251160
Fst_landraces_N,Zm00001eb132130
Fst_landraces_N,Zm00001eb274280
Fst_landraces_N,Zm00001eb108680
Fst_landraces_N,Zm00001eb295550
Fst_landraces_N,Zm00001eb342670
Fst_landraces_N,Zm00001eb174630
Fst_landraces_N,Zm00001eb097020
Fst_landraces_N,Zm00001eb281570
Fst_landraces_N,Zm00001eb198320
Fst_landraces_N,Zm00001eb298010
Fst_landraces_N,Zm00001eb314630
Fst_landraces_N,Zm00001eb404810
Fst_landraces_N,Zm00001eb200220
Fst_landraces_N,Zm00001eb105290
Fst_landraces_N,Zm00001eb153530
Fst_landraces_N,Zm00001eb121110
Fst_landraces_N,Zm00001eb132320
Fst_landraces_N,Zm00001eb094180
Fst_landraces_N,Zm00001eb389180
Fst_landraces_N,Zm00001eb029490
Fst_landraces_N,Zm00001eb224730
Fst_landraces_N,Zm00001eb126930
Fst_landraces_N,Zm00001eb231430
Fst_landraces_N,Zm00001eb118130
Fst_landraces_N,Zm00001eb382200
Fst_landraces_N,Zm00001eb035310
Fst_landraces_N,Zm00001eb015090
Fst_landraces_N,Zm00001eb359810
Fst_landraces_N,Zm00001eb093630
Fst_landraces_N,Zm00001eb037330
Fst_landraces_N,Zm00001eb160010
Fst_landraces_N,Zm00001eb364260
Fst_landraces_N,Zm00001eb092180
Fst_landraces_N,Zm00001eb248590
Fst_landraces_N,Zm00001eb232400
Fst_landraces_N,Zm00001eb025860
Fst_landraces_N,Zm00001eb087080
Fst_landraces_N,Zm00001eb269270
Fst_landraces_N,Zm00001eb269280
Fst_landraces_N,Zm00001eb250380
Fst_landraces_N,Zm00001eb136230
Fst_landraces_N,Zm00001eb070740
Fst_landraces_N,Zm00001eb314890
Fst_landraces_N,Zm00001eb002410
Fst_landraces_N,Zm00001eb152560
Fst_landraces_N,Zm00001eb047240
Fst_landraces_N,Zm00001eb348580
Fst_landraces_N,Zm00001eb026710
Fst_landraces_N,Zm00001eb029510
Fst_landraces_N,Zm00001eb248380
Fst_landraces_N,Zm00001eb248390
Fst_landraces_N,Zm00001eb026050
Fst_landraces_N,Zm00001eb415620
Fst_landraces_N,Zm00001eb002380
Fst_landraces_N,Zm00001eb138310
Fst_landraces_N,Zm00001eb029990
Fst_landraces_N,Zm00001eb362500
Fst_landraces_N,Zm00001eb233650
Fst_landraces_N,Zm00001eb190840
Fst_landraces_N,Zm00001eb151430
Fst_landraces_N,Zm00001eb210990
Fst_landraces_N,Zm00001eb198370
Fst_landraces_N,Zm00001eb137180
Fst_landraces_N,Zm00001eb022670
Fst_landraces_N,Zm00001eb055170
Fst_landraces_N,Zm00001eb020850
Fst_landraces_N,Zm00001eb020840
Fst_landraces_N,Zm00001eb126140
Fst_landraces_N,Zm00001eb413560
Fst_landraces_N,Zm00001eb159620
Fst_landraces_N,Zm00001eb128070
Fst_landraces_N,Zm00001eb382180
Fst_landraces_N,Zm00001eb082870
Fst_landraces_N,Zm00001eb346540
Fst_landraces_N,Zm00001eb289180
Fst_landraces_N,Zm00001eb128450
Fst_landraces_N,Zm00001eb050740
Fst_landraces_N,Zm00001eb173240
Fst_landraces_N,Zm00001eb241970
Fst_landraces_N,Zm00001eb363940
Fst_landraces_N,Zm00001eb394550
Fst_landraces_N,Zm00001eb354430
Fst_landraces_N,Zm00001eb377700
Fst_landraces_N,Zm00001eb016040
Fst_landraces_N,Zm00001eb249700
Fst_landraces_N,Zm00001eb316570
Fst_landraces_N,Zm00001eb008970
Fst_landraces_N,Zm00001eb397190
Fst_landraces_N,Zm00001eb250470
Fst_landraces_N,Zm00001eb296020
Fst_landraces_N,Zm00001eb361010
Fst_landraces_N,Zm00001eb071090
Fst_landraces_N,Zm00001eb205550
Fst_landraces_N,Zm00001eb156350
Fst_landraces_N,Zm00001eb042970
Fst_landraces_N,Zm00001eb288080
Fst_landraces_N,Zm00001eb269820
Fst_landraces_N,Zm00001eb025540
Fst_landraces_N,Zm00001eb143920
Fst_landraces_N,Zm00001eb033150
Fst_landraces_N,Zm00001eb211050
Fst_landraces_N,Zm00001eb415420
Fst_landraces_N,Zm00001eb105360
Fst_landraces_N,Zm00001eb266340
Fst_landraces_N,Zm00001eb295720
Fst_landraces_N,Zm00001eb026490
Fst_landraces_N,Zm00001eb358720
Fst_landraces_N,Zm00001eb023870
Fst_landraces_N,Zm00001eb215150
Fst_landraces_N,Zm00001eb395310
Fst_landraces_N,Zm00001eb409470
Fst_landraces_N,Zm00001eb425270
Fst_landraces_N,Zm00001eb127150
Fst_landraces_N,Zm00001eb419490
Fst_landraces_N,Zm00001eb080140
Fst_landraces_N,Zm00001eb074830
Fst_landraces_N,Zm00001eb413870
Fst_landraces_N,Zm00001eb349670
Fst_landraces_N,Zm00001eb130450
Fst_landraces_N,Zm00001eb022160
Fst_landraces_N,Zm00001eb360910
Fst_landraces_N,Zm00001eb152350
Fst_landraces_N,Zm00001eb156060
Fst_landraces_N,Zm00001eb433900
Fst_landraces_N,Zm00001eb224280
Fst_landraces_N,Zm00001eb346400
Fst_landraces_N,Zm00001eb128010
Fst_landraces_N,Zm00001eb365940
Fst_landraces_N,Zm00001eb392010
Fst_landraces_N,Zm00001eb065950
Fst_landraces_N,Zm00001eb009510
Fst_landraces_N,Zm00001eb231250
Fst_landraces_N,Zm00001eb085200
Fst_landraces_N,Zm00001eb138210
Fst_landraces_N,Zm00001eb078370
Fst_landraces_N,Zm00001eb143240
Fst_landraces_N,Zm00001eb081900
Fst_landraces_N,Zm00001eb370670
Fst_landraces_N,Zm00001eb201440
Fst_landraces_N,Zm00001eb411150
Fst_landraces_N,Zm00001eb245770
Fst_landraces_N,Zm00001eb426250
Fst_landraces_N,Zm00001eb064940
Fst_landraces_N,Zm00001eb126980
Fst_landraces_N,Zm00001eb282580
Fst_landraces_N,Zm00001eb280950
Fst_landraces_N,Zm00001eb280960
Fst_landraces_N,Zm00001eb250310
Fst_landraces_N,Zm00001eb009930
Fst_landraces_N,Zm00001eb133480
Fst_landraces_N,Zm00001eb152320
Fst_landraces_N,Zm00001eb102580
Fst_landraces_N,Zm00001eb415660
Fst_landraces_N,Zm00001eb211480
Fst_landraces_N,Zm00001eb093640
Fst_landraces_N,Zm00001eb126310
Fst_landraces_N,Zm00001eb050730
Fst_landraces_N,Zm00001eb104810
Fst_landraces_N,Zm00001eb082780
Fst_landraces_N,Zm00001eb073810
Fst_landraces_N,Zm00001eb105480
Fst_landraces_N,Zm00001eb130340
Fst_landraces_N,Zm00001eb048220
Fst_landraces_N,Zm00001eb399270
Fst_landraces_N,Zm00001eb357090
Fst_landraces_N,Zm00001eb052970
Fst_landraces_N,Zm00001eb251200
Fst_landraces_N,Zm00001eb019360
Fst_landraces_N,Zm00001eb033820
Fst_landraces_N,Zm00001eb128020
Fst_landraces_N,Zm00001eb346150
Fst_landraces_N,Zm00001eb151510
Fst_landraces_N,Zm00001eb407610
Fst_landraces_N,Zm00001eb125100
Fst_landraces_N,Zm00001eb338230
Fst_landraces_N,Zm00001eb137110
Fst_landraces_N,Zm00001eb269160
Fst_landraces_N,Zm00001eb418600
Fst_landraces_N,Zm00001eb344620
Fst_landraces_N,Zm00001eb411880
Fst_landraces_N,Zm00001eb418690
Fst_landraces_N,Zm00001eb434470
Fst_landraces_N,Zm00001eb015770
Fst_landraces_N,Zm00001eb019600
Fst_landraces_N,Zm00001eb233420
Fst_landraces_N,Zm00001eb130350
Fst_landraces_N,Zm00001eb388020
Fst_landraces_N,Zm00001eb145900
Fst_landraces_N,Zm00001eb082790
Fst_landraces_N,Zm00001eb030720
Fst_landraces_N,Zm00001eb239340
Fst_landraces_N,Zm00001eb108690
Fst_landraces_N,Zm00001eb128920
Fst_landraces_N,Zm00001eb146850
Fst_landraces_N,Zm00001eb038660
Fst_landraces_N,Zm00001eb306310
Fst_landraces_N,Zm00001eb411190
Fst_landraces_N,Zm00001eb128420
Fst_landraces_N,Zm00001eb195810
Fst_landraces_N,Zm00001eb084910
Fst_landraces_N,Zm00001eb149620
Fst_landraces_N,Zm00001eb082100
Fst_landraces_N,Zm00001eb130480
Fst_landraces_N,Zm00001eb130490
Fst_landraces_N,Zm00001eb101920
Fst_landraces_N,Zm00001eb086220
