GeneID,ontology,GO_ID,GO_term_name
Zm00001eb162820,CC,GO:0031501,mannosyltransferase complex
Zm00001eb076370,MF,GO:0016301,kinase activity
Zm00001eb076370,BP,GO:0032958,inositol phosphate biosynthetic process
Zm00001eb076370,CC,GO:0005634,nucleus
Zm00001eb076370,MF,GO:0016740,transferase activity
Zm00001eb076370,MF,GO:0005524,ATP binding
Zm00001eb076370,CC,GO:0005737,cytoplasm
Zm00001eb076370,MF,GO:0000166,nucleotide binding
Zm00001eb076370,MF,GO:0008440,"inositol-1,4,5-trisphosphate 3-kinase activity"
Zm00001eb076370,MF,GO:0051765,inositol tetrakisphosphate kinase activity
Zm00001eb047000,MF,GO:0003677,DNA binding
Zm00001eb176680,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb176680,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb176680,BP,GO:0045893,positive regulation of DNA-templated transcription
Zm00001eb176680,CC,GO:0005634,nucleus
Zm00001eb176680,MF,GO:0003677,DNA binding
Zm00001eb176680,BP,GO:0009738,abscisic acid-activated signaling pathway
Zm00001eb303350,CC,GO:0005829,cytosol
Zm00001eb303350,BP,GO:0005996,monosaccharide metabolic process
Zm00001eb258170,MF,GO:0005524,ATP binding
Zm00001eb258170,MF,GO:0016887,ATP hydrolysis activity
Zm00001eb258170,CC,GO:0005634,nucleus
Zm00001eb258170,CC,GO:0005737,cytoplasm
Zm00001eb258170,MF,GO:0000166,nucleotide binding
Zm00001eb258170,CC,GO:0000502,proteasome complex
Zm00001eb258170,BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
Zm00001eb258170,CC,GO:0008540,"proteasome regulatory particle, base subcomplex"
Zm00001eb258170,BP,GO:0009553,embryo sac development
Zm00001eb258170,BP,GO:0010498,proteasomal protein catabolic process
Zm00001eb200880,CC,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain"
Zm00001eb200880,MF,GO:0015078,proton transmembrane transporter activity
Zm00001eb200880,CC,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
Zm00001eb200880,MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
Zm00001eb200880,BP,GO:1902600,proton transmembrane transport
Zm00001eb200880,CC,GO:0016020,membrane
Zm00001eb200880,BP,GO:0006811,monoatomic ion transport
Zm00001eb200880,CC,GO:0005774,vacuolar membrane
Zm00001eb104020,MF,GO:0003824,catalytic activity
Zm00001eb104020,MF,GO:0046872,metal ion binding
Zm00001eb104020,MF,GO:0016787,hydrolase activity
Zm00001eb104020,BP,GO:0006629,lipid metabolic process
Zm00001eb104020,MF,GO:0004630,phospholipase D activity
Zm00001eb104020,BP,GO:0016042,lipid catabolic process
Zm00001eb296030,BP,GO:0006102,isocitrate metabolic process
Zm00001eb296030,MF,GO:0004450,isocitrate dehydrogenase (NADP+) activity
Zm00001eb296030,MF,GO:0046872,metal ion binding
Zm00001eb296030,MF,GO:0016491,oxidoreductase activity
Zm00001eb296030,BP,GO:0006099,tricarboxylic acid cycle
Zm00001eb250190,CC,GO:0005634,nucleus
Zm00001eb250190,MF,GO:0003677,DNA binding
Zm00001eb008610,MF,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
Zm00001eb008610,BP,GO:0015986,proton motive force-driven ATP synthesis
Zm00001eb008610,CC,GO:0005739,mitochondrion
Zm00001eb008610,BP,GO:0006811,monoatomic ion transport
Zm00001eb008610,CC,GO:0005743,mitochondrial inner membrane
Zm00001eb008610,BP,GO:0006754,ATP biosynthetic process
Zm00001eb008610,BP,GO:1902600,proton transmembrane transport
Zm00001eb008610,CC,GO:0045259,proton-transporting ATP synthase complex
Zm00001eb292210,CC,GO:0005576,extracellular region
Zm00001eb292210,BP,GO:0019953,sexual reproduction
Zm00001eb394910,CC,GO:0016020,membrane
Zm00001eb394910,BP,GO:0055085,transmembrane transport
Zm00001eb394910,MF,GO:0022857,transmembrane transporter activity
Zm00001eb394910,BP,GO:0098876,vesicle-mediated transport to the plasma membrane
Zm00001eb394910,CC,GO:0009705,plant-type vacuole membrane
Zm00001eb040150,CC,GO:0016020,membrane
Zm00001eb040150,BP,GO:0006621,protein retention in ER lumen
Zm00001eb040150,MF,GO:0046923,ER retention sequence binding
Zm00001eb040150,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb040150,BP,GO:0015031,protein transport
Zm00001eb040150,BP,GO:0016192,vesicle-mediated transport
Zm00001eb094960,MF,GO:0003723,RNA binding
Zm00001eb094960,MF,GO:0003676,nucleic acid binding
Zm00001eb094960,CC,GO:0005634,nucleus
Zm00001eb094960,MF,GO:0003729,mRNA binding
Zm00001eb094960,BP,GO:0006406,mRNA export from nucleus
Zm00001eb139070,MF,GO:0005524,ATP binding
Zm00001eb139070,MF,GO:0004672,protein kinase activity
Zm00001eb139070,BP,GO:0006468,protein phosphorylation
Zm00001eb139070,MF,GO:0030247,polysaccharide binding
Zm00001eb139070,BP,GO:0007166,cell surface receptor signaling pathway
Zm00001eb139070,CC,GO:0016020,membrane
Zm00001eb139070,MF,GO:0016740,transferase activity
Zm00001eb139070,CC,GO:0005886,plasma membrane
Zm00001eb139070,MF,GO:0000166,nucleotide binding
Zm00001eb139070,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb139070,MF,GO:0016301,kinase activity
Zm00001eb009340,MF,GO:0020037,heme binding
Zm00001eb009340,MF,GO:0005506,iron ion binding
Zm00001eb009340,MF,GO:0004497,monooxygenase activity
Zm00001eb009340,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
Zm00001eb009340,MF,GO:0046872,metal ion binding
Zm00001eb009340,BP,GO:0006629,lipid metabolic process
Zm00001eb009340,BP,GO:0006631,fatty acid metabolic process
Zm00001eb009340,BP,GO:0006633,fatty acid biosynthetic process
Zm00001eb009340,MF,GO:0016829,lyase activity
Zm00001eb009340,BP,GO:0031408,oxylipin biosynthetic process
Zm00001eb009340,BP,GO:0019752,carboxylic acid metabolic process
Zm00001eb009340,MF,GO:0009978,allene oxide synthase activity
Zm00001eb193390,MF,GO:0020037,heme binding
Zm00001eb193390,MF,GO:0016491,oxidoreductase activity
Zm00001eb193390,MF,GO:0030151,molybdenum ion binding
Zm00001eb193390,MF,GO:0043546,molybdopterin cofactor binding
Zm00001eb193390,BP,GO:0042128,nitrate assimilation
Zm00001eb193390,MF,GO:0050464,nitrate reductase (NADPH) activity
Zm00001eb193390,BP,GO:0006809,nitric oxide biosynthetic process
Zm00001eb193390,MF,GO:0046872,metal ion binding
Zm00001eb193390,MF,GO:0008482,sulfite oxidase activity
Zm00001eb193390,BP,GO:0006790,sulfur compound metabolic process
Zm00001eb193390,BP,GO:0009416,response to light stimulus
Zm00001eb193390,MF,GO:0008940,nitrate reductase activity
Zm00001eb193390,BP,GO:0042126,nitrate metabolic process
Zm00001eb051640,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb051640,MF,GO:0003677,DNA binding
Zm00001eb051640,CC,GO:0005634,nucleus
Zm00001eb192960,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb192960,MF,GO:0003677,DNA binding
Zm00001eb192960,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb192960,BP,GO:0009873,ethylene-activated signaling pathway
Zm00001eb192960,CC,GO:0005634,nucleus
Zm00001eb177140,MF,GO:0047429,nucleoside triphosphate diphosphatase activity
Zm00001eb177140,BP,GO:0009143,nucleoside triphosphate catabolic process
Zm00001eb177140,MF,GO:0016787,hydrolase activity
Zm00001eb177140,CC,GO:0005737,cytoplasm
Zm00001eb412110,CC,GO:0016020,membrane
Zm00001eb412110,MF,GO:0080115,myosin XI tail binding
Zm00001eb264160,BP,GO:0016192,vesicle-mediated transport
Zm00001eb264160,CC,GO:0016020,membrane
Zm00001eb335850,BP,GO:0009742,brassinosteroid mediated signaling pathway
Zm00001eb335850,BP,GO:0032784,regulation of DNA-templated transcription elongation
Zm00001eb335850,CC,GO:0005634,nucleus
Zm00001eb335850,MF,GO:0003746,translation elongation factor activity
Zm00001eb335850,BP,GO:0006414,translational elongation
Zm00001eb335850,BP,GO:0023052,signaling
Zm00001eb240960,BP,GO:0009231,riboflavin biosynthetic process
Zm00001eb240960,MF,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity
Zm00001eb240960,MF,GO:0016787,hydrolase activity
Zm00001eb240960,MF,GO:0016491,oxidoreductase activity
Zm00001eb240960,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds"
Zm00001eb240960,MF,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds"
Zm00001eb240960,BP,GO:1901135,carbohydrate derivative metabolic process
Zm00001eb240960,MF,GO:0003824,catalytic activity
Zm00001eb240960,MF,GO:0050661,NADP binding
Zm00001eb240960,MF,GO:0008835,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
Zm00001eb240960,CC,GO:0009507,chloroplast
Zm00001eb240960,MF,GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity
Zm00001eb336890,MF,GO:0005515,protein binding
Zm00001eb336890,MF,GO:0008270,zinc ion binding
Zm00001eb336890,BP,GO:0016579,protein deubiquitination
Zm00001eb336890,MF,GO:0004843,cysteine-type deubiquitinase activity
Zm00001eb336890,CC,GO:0005634,nucleus
Zm00001eb336890,MF,GO:0046872,metal ion binding
Zm00001eb336890,MF,GO:0016787,hydrolase activity
Zm00001eb336890,CC,GO:0005829,cytosol
Zm00001eb336890,MF,GO:0008233,peptidase activity
Zm00001eb336890,BP,GO:0006508,proteolysis
Zm00001eb336890,MF,GO:0008234,cysteine-type peptidase activity
Zm00001eb336890,BP,GO:0031647,regulation of protein stability
Zm00001eb221690,MF,GO:0005515,protein binding
Zm00001eb221690,MF,GO:0003743,translation initiation factor activity
Zm00001eb221690,BP,GO:0006413,translational initiation
Zm00001eb221690,MF,GO:0000166,nucleotide binding
Zm00001eb221690,BP,GO:0006412,translation
Zm00001eb221690,MF,GO:0005525,GTP binding
Zm00001eb221690,CC,GO:0005829,cytosol
Zm00001eb221690,BP,GO:0001732,formation of cytoplasmic translation initiation complex
Zm00001eb221690,MF,GO:0005092,GDP-dissociation inhibitor activity
Zm00001eb221690,MF,GO:0071074,eukaryotic initiation factor eIF2 binding
Zm00001eb395140,MF,GO:0005524,ATP binding
Zm00001eb395140,MF,GO:0016887,ATP hydrolysis activity
Zm00001eb395140,MF,GO:0000166,nucleotide binding
Zm00001eb383800,CC,GO:0016020,membrane
Zm00001eb383800,MF,GO:0016740,transferase activity
Zm00001eb383800,MF,GO:0016757,glycosyltransferase activity
Zm00001eb383800,BP,GO:0006004,fucose metabolic process
Zm00001eb161470,MF,GO:0005515,protein binding
Zm00001eb031560,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb031560,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb031560,MF,GO:0046983,protein dimerization activity
Zm00001eb031560,CC,GO:0005634,nucleus
Zm00001eb201160,MF,GO:0003677,DNA binding
Zm00001eb201160,MF,GO:0046872,metal ion binding
Zm00001eb201160,MF,GO:0008270,zinc ion binding
Zm00001eb135810,MF,GO:0005515,protein binding
Zm00001eb135810,BP,GO:0006511,ubiquitin-dependent protein catabolic process
Zm00001eb135810,CC,GO:0000502,proteasome complex
Zm00001eb135810,MF,GO:0005198,structural molecule activity
Zm00001eb135810,CC,GO:0008541,"proteasome regulatory particle, lid subcomplex"
Zm00001eb135810,BP,GO:0030163,protein catabolic process
Zm00001eb319310,MF,GO:0004521,RNA endonuclease activity
Zm00001eb319310,MF,GO:0046872,metal ion binding
Zm00001eb319310,MF,GO:0016787,hydrolase activity
Zm00001eb319310,MF,GO:0003723,RNA binding
Zm00001eb319310,MF,GO:0016829,lyase activity
Zm00001eb319310,MF,GO:0004518,nuclease activity
Zm00001eb319310,MF,GO:0004519,endonuclease activity
Zm00001eb319310,MF,GO:0004540,RNA nuclease activity
Zm00001eb364540,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb364540,CC,GO:0016020,membrane
Zm00001eb442230,BP,GO:0005975,carbohydrate metabolic process
Zm00001eb442230,MF,GO:0004650,polygalacturonase activity
Zm00001eb442230,MF,GO:0016787,hydrolase activity
Zm00001eb442230,BP,GO:0071555,cell wall organization
Zm00001eb442230,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds"
Zm00001eb442230,MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
Zm00001eb337690,CC,GO:0005737,cytoplasm
Zm00001eb337690,BP,GO:0006457,protein folding
Zm00001eb337690,BP,GO:0009408,response to heat
Zm00001eb337690,BP,GO:0009651,response to salt stress
Zm00001eb337690,BP,GO:0042542,response to hydrogen peroxide
Zm00001eb337690,BP,GO:0051259,protein complex oligomerization
Zm00001eb337690,BP,GO:0006950,response to stress
Zm00001eb249960,MF,GO:0020037,heme binding
Zm00001eb249960,MF,GO:0005506,iron ion binding
Zm00001eb249960,MF,GO:0004497,monooxygenase activity
Zm00001eb249960,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
Zm00001eb249960,MF,GO:0046872,metal ion binding
Zm00001eb249960,CC,GO:0016020,membrane
Zm00001eb249960,BP,GO:0006629,lipid metabolic process
Zm00001eb249960,MF,GO:0016491,oxidoreductase activity
Zm00001eb072390,BP,GO:0016567,protein ubiquitination
Zm00001eb072390,MF,GO:0016740,transferase activity
Zm00001eb072390,MF,GO:0046872,metal ion binding
Zm00001eb072390,CC,GO:0016020,membrane
Zm00001eb072390,MF,GO:0008270,zinc ion binding
Zm00001eb072390,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb072390,MF,GO:0004842,ubiquitin-protein transferase activity
Zm00001eb212180,BP,GO:0006412,translation
Zm00001eb212180,MF,GO:0003735,structural constituent of ribosome
Zm00001eb212180,CC,GO:0005840,ribosome
Zm00001eb212180,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb256780,MF,GO:0005524,ATP binding
Zm00001eb256780,MF,GO:0003824,catalytic activity
Zm00001eb256780,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb256780,MF,GO:0046872,metal ion binding
Zm00001eb256780,MF,GO:0016787,hydrolase activity
Zm00001eb256780,MF,GO:0016740,transferase activity
Zm00001eb256780,CC,GO:0005737,cytoplasm
Zm00001eb256780,MF,GO:0000166,nucleotide binding
Zm00001eb256780,MF,GO:0016301,kinase activity
Zm00001eb256780,BP,GO:0042254,ribosome biogenesis
Zm00001eb085590,MF,GO:0005515,protein binding
Zm00001eb085590,MF,GO:0005524,ATP binding
Zm00001eb085590,MF,GO:0004672,protein kinase activity
Zm00001eb085590,BP,GO:0006468,protein phosphorylation
Zm00001eb085590,MF,GO:0016740,transferase activity
Zm00001eb085590,CC,GO:0005886,plasma membrane
Zm00001eb085590,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb085590,MF,GO:0000166,nucleotide binding
Zm00001eb085590,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb085590,MF,GO:0016301,kinase activity
Zm00001eb085590,BP,GO:0009742,brassinosteroid mediated signaling pathway
Zm00001eb348250,MF,GO:0005515,protein binding
Zm00001eb348250,MF,GO:0003723,RNA binding
Zm00001eb348250,BP,GO:0009451,RNA modification
Zm00001eb338560,MF,GO:0016788,"hydrolase activity, acting on ester bonds"
Zm00001eb338560,MF,GO:0016787,hydrolase activity
Zm00001eb366080,MF,GO:0008168,methyltransferase activity
Zm00001eb366080,CC,GO:0016020,membrane
Zm00001eb366080,MF,GO:0016740,transferase activity
Zm00001eb366080,BP,GO:0032259,methylation
Zm00001eb366080,CC,GO:0005737,cytoplasm
Zm00001eb366080,CC,GO:0012505,endomembrane system
Zm00001eb292010,BP,GO:0006811,monoatomic ion transport
Zm00001eb292010,MF,GO:0005216,monoatomic ion channel activity
Zm00001eb292010,CC,GO:0016020,membrane
Zm00001eb292010,BP,GO:0055085,transmembrane transport
Zm00001eb292010,BP,GO:0034220,monoatomic ion transmembrane transport
Zm00001eb083380,MF,GO:0046982,protein heterodimerization activity
Zm00001eb083380,CC,GO:0000786,nucleosome
Zm00001eb083380,MF,GO:0003677,DNA binding
Zm00001eb083380,CC,GO:0005634,nucleus
Zm00001eb083380,CC,GO:0005694,chromosome
Zm00001eb083380,MF,GO:0030527,structural constituent of chromatin
Zm00001eb052350,MF,GO:0005524,ATP binding
Zm00001eb052350,MF,GO:0004672,protein kinase activity
Zm00001eb052350,BP,GO:0006468,protein phosphorylation
Zm00001eb052350,CC,GO:0005634,nucleus
Zm00001eb052350,BP,GO:0006357,regulation of transcription by RNA polymerase II
Zm00001eb052350,MF,GO:0016740,transferase activity
Zm00001eb052350,MF,GO:0000166,nucleotide binding
Zm00001eb052350,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb052350,MF,GO:0016301,kinase activity
Zm00001eb052350,MF,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity
Zm00001eb106500,MF,GO:0003743,translation initiation factor activity
Zm00001eb106500,BP,GO:0006413,translational initiation
Zm00001eb106500,MF,GO:0003729,mRNA binding
Zm00001eb231290,CC,GO:0005634,nucleus
Zm00001eb231290,CC,GO:0005829,cytosol
Zm00001eb231290,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb231290,MF,GO:0031624,ubiquitin conjugating enzyme binding
Zm00001eb231290,BP,GO:0000209,protein polyubiquitination
Zm00001eb231290,CC,GO:0000151,ubiquitin ligase complex
Zm00001eb231290,BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
Zm00001eb231290,MF,GO:0030332,cyclin binding
Zm00001eb231290,BP,GO:0006513,protein monoubiquitination
Zm00001eb231290,BP,GO:0051865,protein autoubiquitination
Zm00001eb417370,MF,GO:0005524,ATP binding
Zm00001eb417370,MF,GO:0004478,methionine adenosyltransferase activity
Zm00001eb417370,BP,GO:0006556,S-adenosylmethionine biosynthetic process
Zm00001eb417370,MF,GO:0046872,metal ion binding
Zm00001eb417370,MF,GO:0016740,transferase activity
Zm00001eb417370,CC,GO:0005737,cytoplasm
Zm00001eb417370,MF,GO:0000166,nucleotide binding
Zm00001eb417370,BP,GO:0006730,one-carbon metabolic process
Zm00001eb417370,CC,GO:0005829,cytosol
Zm00001eb005220,MF,GO:0016787,hydrolase activity
Zm00001eb005220,MF,GO:0004722,protein serine/threonine phosphatase activity
Zm00001eb005220,CC,GO:0005634,nucleus
Zm00001eb005220,MF,GO:0046872,metal ion binding
Zm00001eb005220,MF,GO:0004721,phosphoprotein phosphatase activity
Zm00001eb005220,CC,GO:0005829,cytosol
Zm00001eb005220,BP,GO:0000278,mitotic cell cycle
Zm00001eb258110,MF,GO:0008168,methyltransferase activity
Zm00001eb258110,BP,GO:0032259,methylation
Zm00001eb258110,MF,GO:0016740,transferase activity
Zm00001eb258110,BP,GO:0006364,rRNA processing
Zm00001eb258110,BP,GO:0001510,RNA methylation
Zm00001eb258110,MF,GO:0008175,tRNA methyltransferase activity
Zm00001eb258110,BP,GO:0008033,tRNA processing
Zm00001eb258110,CC,GO:0005634,nucleus
Zm00001eb258110,CC,GO:0005737,cytoplasm
Zm00001eb258110,BP,GO:0002181,cytoplasmic translation
Zm00001eb258110,BP,GO:0030488,tRNA methylation
Zm00001eb258110,BP,GO:0002128,tRNA nucleoside ribose methylation
Zm00001eb002360,MF,GO:0020037,heme binding
Zm00001eb002360,MF,GO:0005506,iron ion binding
Zm00001eb002360,MF,GO:0004497,monooxygenase activity
Zm00001eb002360,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
Zm00001eb002360,MF,GO:0046872,metal ion binding
Zm00001eb002360,BP,GO:0010268,brassinosteroid homeostasis
Zm00001eb002360,BP,GO:0016132,brassinosteroid biosynthetic process
Zm00001eb005980,CC,GO:0005634,nucleus
Zm00001eb005980,BP,GO:0009611,response to wounding
Zm00001eb005980,BP,GO:0031347,regulation of defense response
Zm00001eb025110,MF,GO:0005515,protein binding
Zm00001eb025110,MF,GO:0003729,mRNA binding
Zm00001eb415090,MF,GO:0000287,magnesium ion binding
Zm00001eb415090,MF,GO:0016829,lyase activity
Zm00001eb415090,MF,GO:0010333,terpene synthase activity
Zm00001eb415090,BP,GO:0016114,terpenoid biosynthetic process
Zm00001eb415090,MF,GO:0046872,metal ion binding
Zm00001eb415090,BP,GO:0046246,terpene biosynthetic process
Zm00001eb194980,CC,GO:0019867,outer membrane
Zm00001eb194980,CC,GO:0009707,chloroplast outer membrane
Zm00001eb194980,BP,GO:0045040,protein insertion into mitochondrial outer membrane
Zm00001eb194980,CC,GO:0001401,SAM complex
Zm00001eb049250,MF,GO:0003723,RNA binding
Zm00001eb049250,BP,GO:0006412,translation
Zm00001eb049250,MF,GO:0003735,structural constituent of ribosome
Zm00001eb049250,CC,GO:0005840,ribosome
Zm00001eb049250,CC,GO:0015935,small ribosomal subunit
Zm00001eb049250,CC,GO:0005737,cytoplasm
Zm00001eb049250,CC,GO:0005739,mitochondrion
Zm00001eb049250,CC,GO:0005763,mitochondrial small ribosomal subunit
Zm00001eb049250,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb304770,MF,GO:0046872,metal ion binding
Zm00001eb304770,MF,GO:0008270,zinc ion binding
Zm00001eb304770,MF,GO:0035091,phosphatidylinositol binding
Zm00001eb047970,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
Zm00001eb047970,CC,GO:0016020,membrane
Zm00001eb047970,BP,GO:0006633,fatty acid biosynthetic process
Zm00001eb047970,MF,GO:0016746,acyltransferase activity
Zm00001eb047970,MF,GO:0016740,transferase activity
Zm00001eb045160,CC,GO:0005576,extracellular region
Zm00001eb346810,CC,GO:0016020,membrane
Zm00001eb346810,CC,GO:0005886,plasma membrane
Zm00001eb099980,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb099980,MF,GO:0003677,DNA binding
Zm00001eb099980,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb099980,BP,GO:0009873,ethylene-activated signaling pathway
Zm00001eb099980,CC,GO:0005634,nucleus
Zm00001eb208200,MF,GO:0046983,protein dimerization activity
Zm00001eb208200,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb208200,CC,GO:0005634,nucleus
Zm00001eb208200,MF,GO:0043565,sequence-specific DNA binding
Zm00001eb208200,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb208200,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
Zm00001eb208200,MF,GO:0003677,DNA binding
Zm00001eb208200,MF,GO:0003682,chromatin binding
Zm00001eb208200,BP,GO:0048653,anther development
Zm00001eb208200,BP,GO:0048654,anther morphogenesis
Zm00001eb208200,BP,GO:0048657,anther wall tapetum cell differentiation
Zm00001eb432840,MF,GO:0003723,RNA binding
Zm00001eb432840,MF,GO:0003676,nucleic acid binding
Zm00001eb306570,MF,GO:0004175,endopeptidase activity
Zm00001eb189620,CC,GO:0005730,nucleolus
Zm00001eb154320,BP,GO:0016192,vesicle-mediated transport
Zm00001eb154320,BP,GO:0006886,intracellular protein transport
Zm00001eb376200,CC,GO:0032040,small-subunit processome
Zm00001eb376200,CC,GO:0005730,nucleolus
Zm00001eb376200,BP,GO:0042254,ribosome biogenesis
Zm00001eb376200,BP,GO:0006364,rRNA processing
Zm00001eb234390,CC,GO:0016020,membrane
Zm00001eb234390,BP,GO:1902600,proton transmembrane transport
Zm00001eb234390,MF,GO:0004427,inorganic diphosphate phosphatase activity
Zm00001eb234390,MF,GO:0009678,diphosphate hydrolysis-driven proton transmembrane transporter activity
Zm00001eb234390,BP,GO:0006811,monoatomic ion transport
Zm00001eb234390,BP,GO:0055085,transmembrane transport
Zm00001eb234390,CC,GO:0005773,vacuole
Zm00001eb234390,CC,GO:0012505,endomembrane system
Zm00001eb370460,BP,GO:0006629,lipid metabolic process
Zm00001eb370460,MF,GO:0004806,triacylglycerol lipase activity
Zm00001eb370460,MF,GO:0016787,hydrolase activity
Zm00001eb370460,BP,GO:0006952,defense response
Zm00001eb370460,BP,GO:0016042,lipid catabolic process
Zm00001eb370460,MF,GO:0052689,carboxylic ester hydrolase activity
Zm00001eb370460,MF,GO:0016298,lipase activity
Zm00001eb161820,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
Zm00001eb161820,MF,GO:0016740,transferase activity
Zm00001eb161820,MF,GO:0016746,acyltransferase activity
Zm00001eb161820,BP,GO:0007064,mitotic sister chromatid cohesion
Zm00001eb161820,MF,GO:0004596,protein-N-terminal amino-acid acetyltransferase activity
Zm00001eb161820,CC,GO:0031415,NatA complex
Zm00001eb161820,MF,GO:0061733,protein-lysine-acetyltransferase activity
Zm00001eb092460,MF,GO:0008270,zinc ion binding
Zm00001eb092460,MF,GO:0046872,metal ion binding
Zm00001eb305170,MF,GO:0005515,protein binding
Zm00001eb305170,MF,GO:0046872,metal ion binding
Zm00001eb305170,MF,GO:0008270,zinc ion binding
Zm00001eb442980,CC,GO:0005634,nucleus
Zm00001eb442980,BP,GO:0045893,positive regulation of DNA-templated transcription
Zm00001eb442980,BP,GO:0009755,hormone-mediated signaling pathway
Zm00001eb190280,MF,GO:0016787,hydrolase activity
Zm00001eb190280,MF,GO:0016462,pyrophosphatase activity
Zm00001eb190280,CC,GO:0005634,nucleus
Zm00001eb190280,MF,GO:0046872,metal ion binding
Zm00001eb190280,CC,GO:0005737,cytoplasm
Zm00001eb072790,MF,GO:0005525,GTP binding
Zm00001eb072790,MF,GO:0003924,GTPase activity
Zm00001eb300640,MF,GO:0016787,hydrolase activity
Zm00001eb159740,CC,GO:0005634,nucleus
Zm00001eb159740,MF,GO:0016787,hydrolase activity
Zm00001eb159740,MF,GO:0004521,RNA endonuclease activity
Zm00001eb159740,BP,GO:0016180,snRNA processing
Zm00001eb069580,MF,GO:0005515,protein binding
Zm00001eb069580,MF,GO:0008168,methyltransferase activity
Zm00001eb069580,CC,GO:0005634,nucleus
Zm00001eb069580,MF,GO:0016740,transferase activity
Zm00001eb069580,BP,GO:0032259,methylation
Zm00001eb069580,MF,GO:0046975,histone H3K36 methyltransferase activity
Zm00001eb069580,BP,GO:0040029,epigenetic regulation of gene expression
Zm00001eb307360,CC,GO:0016020,membrane
Zm00001eb307360,CC,GO:0000139,Golgi membrane
Zm00001eb300620,MF,GO:0016787,hydrolase activity
Zm00001eb157870,BP,GO:0005975,carbohydrate metabolic process
Zm00001eb157870,MF,GO:0003824,catalytic activity
Zm00001eb157870,MF,GO:0030246,carbohydrate binding
Zm00001eb157870,MF,GO:0016853,isomerase activity
Zm00001eb157870,MF,GO:0047938,glucose-6-phosphate 1-epimerase activity
Zm00001eb157870,CC,GO:0005737,cytoplasm
Zm00001eb028430,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb028430,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb028430,CC,GO:0005634,nucleus
Zm00001eb028430,MF,GO:0003677,DNA binding
Zm00001eb028430,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb028430,BP,GO:0045893,positive regulation of DNA-templated transcription
Zm00001eb028430,MF,GO:0046982,protein heterodimerization activity
Zm00001eb186170,MF,GO:0005515,protein binding
Zm00001eb186170,MF,GO:0038023,signaling receptor activity
Zm00001eb186170,CC,GO:0005886,plasma membrane
Zm00001eb071580,MF,GO:0004045,peptidyl-tRNA hydrolase activity
Zm00001eb071580,MF,GO:0016787,hydrolase activity
Zm00001eb402810,MF,GO:0005515,protein binding
Zm00001eb402810,BP,GO:0009909,regulation of flower development
Zm00001eb402810,CC,GO:0005634,nucleus
Zm00001eb275010,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
