gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Fst_IC_stover,BP,652,455,GO:0006826,iron ion transport,3/455,19/27694,0.0035100123434972587,0.18063063521535894,0.17166376157670807,Zm00001eb099150/Zm00001eb099160/Zm00001eb404870,3
Fst_IC_stover,MF,652,455,GO:0016829,lyase activity,15/455,428/27694,0.005165754507481329,0.24684926896464351,0.23459516710667092,Zm00001eb017500/Zm00001eb091650/Zm00001eb099200/Zm00001eb099210/Zm00001eb182780/Zm00001eb270090/Zm00001eb335380/Zm00001eb397170/Zm00001eb414460/Zm00001eb415070/Zm00001eb415080/Zm00001eb415090/Zm00001eb415100/Zm00001eb415130/Zm00001eb415420,15
Fst_IC_stover,BP,652,455,GO:0006955,immune response,4/455,46/27694,0.006807355249982352,0.3036080441492129,0.2885363207711818,Zm00001eb100260/Zm00001eb176280/Zm00001eb369770/Zm00001eb381180,4
Fst_IC_stover,BP,652,455,GO:0019748,secondary metabolic process,2/455,9/27694,0.008982855895918554,0.35350179966879486,0.3359532483674803,Zm00001eb096780/Zm00001eb411170,2
Fst_IC_stover,BP,652,455,GO:0046486,glycerolipid metabolic process,2/455,9/27694,0.008982855895918554,0.35350179966879486,0.3359532483674803,Zm00001eb150880/Zm00001eb151400,2
Fst_IC_stover,BP,652,455,GO:0015936,coenzyme A metabolic process,2/455,10/27694,0.011107281148491483,0.3906124816859911,0.37122168033724906,Zm00001eb099220/Zm00001eb183790,2
Fst_IC_stover,BP,652,455,GO:0035825,homologous recombination,2/455,10/27694,0.011107281148491483,0.3906124816859911,0.37122168033724906,Zm00001eb178960/Zm00001eb280900,2
Fst_IC_stover,BP,652,455,GO:0016102,diterpenoid biosynthetic process,3/455,30/27694,0.012873233229089776,0.3906124816859911,0.37122168033724906,Zm00001eb415070/Zm00001eb415080/Zm00001eb415130,3
Fst_IC_stover,MF,652,455,GO:0001786,phosphatidylserine binding,2/455,11/27694,0.013429128667829292,0.3906124816859911,0.37122168033724906,Zm00001eb099120/Zm00001eb179260,2
Fst_IC_stover,MF,652,455,GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity,2/455,11/27694,0.013429128667829292,0.3906124816859911,0.37122168033724906,Zm00001eb099220/Zm00001eb183790,2
Fst_IC_stover,BP,652,455,GO:0080143,regulation of amino acid export,2/455,11/27694,0.013429128667829292,0.3906124816859911,0.37122168033724906,Zm00001eb387640/Zm00001eb387670,2
Fst_IC_stover,CC,652,455,GO:0005618,cell wall,3/455,32/27694,0.015352870480041303,0.395041167351832,0.37543051700181973,Zm00001eb071660/Zm00001eb414340/Zm00001eb414450,3
Fst_IC_stover,CC,652,455,GO:0009654,photosystem II oxygen evolving complex,3/455,32/27694,0.015352870480041303,0.395041167351832,0.37543051700181973,Zm00001eb141830/Zm00001eb141840/Zm00001eb183170,3
Fst_IC_stover,MF,652,455,GO:0016762,xyloglucan:xyloglucosyl transferase activity,3/455,32/27694,0.015352870480041303,0.395041167351832,0.37543051700181973,Zm00001eb071660/Zm00001eb414340/Zm00001eb414450,3
Fst_IC_stover,BP,652,455,GO:0010411,xyloglucan metabolic process,3/455,33/27694,0.016686390140029622,0.3961723006940772,0.3765054985748134,Zm00001eb071660/Zm00001eb414340/Zm00001eb414450,3
Fst_IC_stover,BP,652,455,GO:0009414,response to water deprivation,4/455,60/27694,0.017014884982465363,0.3961723006940772,0.3765054985748134,Zm00001eb074210/Zm00001eb099120/Zm00001eb168450/Zm00001eb179260,4
Fst_IC_stover,MF,652,455,GO:0003730,mRNA 3'-UTR binding,2/455,13/27694,0.01863714228065916,0.3961723006940772,0.3765054985748134,Zm00001eb173880/Zm00001eb386170,2
Fst_IC_stover,MF,652,455,GO:0005544,calcium-dependent phospholipid binding,2/455,13/27694,0.01863714228065916,0.3961723006940772,0.3765054985748134,Zm00001eb099120/Zm00001eb179260,2
Fst_IC_stover,BP,652,455,GO:0006568,L-tryptophan metabolic process,2/455,13/27694,0.01863714228065916,0.3961723006940772,0.3765054985748134,Zm00001eb203980/Zm00001eb414460,2
Fst_IC_stover,MF,652,455,GO:0016491,oxidoreductase activity,39/455,1681/27694,0.019299993341850022,0.3961723006940772,0.3765054985748134,Zm00001eb020560/Zm00001eb020570/Zm00001eb020590/Zm00001eb040180/Zm00001eb074100/Zm00001eb074140/Zm00001eb074170/Zm00001eb091200/Zm00001eb111400/Zm00001eb151430/Zm00001eb168550/Zm00001eb173900/Zm00001eb176470/Zm00001eb178510/Zm00001eb179100/Zm00001eb183760/Zm00001eb183790/Zm00001eb201250/Zm00001eb225160/Zm00001eb332380/Zm00001eb335380/Zm00001eb354680/Zm00001eb354690/Zm00001eb354700/Zm00001eb369750/Zm00001eb384900/Zm00001eb384930/Zm00001eb384940/Zm00001eb385010/Zm00001eb385730/Zm00001eb386200/Zm00001eb387160/Zm00001eb396380/Zm00001eb397180/Zm00001eb404870/Zm00001eb409690/Zm00001eb409700/Zm00001eb417240/Zm00001eb424940,39
Fst_IC_stover,MF,652,455,GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity,3/455,35/27694,0.01954213142437152,0.3961723006940772,0.3765054985748134,Zm00001eb373230/Zm00001eb373250/Zm00001eb373260,3
Fst_IC_stover,MF,652,455,GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",2/455,14/27694,0.02150977253711318,0.41114393792367765,0.3907339131553793,Zm00001eb409690/Zm00001eb409700,2
Fst_IC_stover,MF,652,455,GO:0042834,peptidoglycan binding,2/455,14/27694,0.02150977253711318,0.41114393792367765,0.3907339131553793,Zm00001eb176280/Zm00001eb381180,2
Fst_IC_stover,BP,652,455,GO:0044042,glucan metabolic process,3/455,38/27694,0.024299392597666735,0.42155992184946844,0.4006328263662638,Zm00001eb071660/Zm00001eb414340/Zm00001eb414450,3
Fst_IC_stover,BP,652,455,GO:0036211,protein modification process,2/455,15/27694,0.02455274568043967,0.42155992184946844,0.4006328263662638,Zm00001eb176270/Zm00001eb404860,2
Fst_IC_stover,BP,652,455,GO:0042128,nitrate assimilation,2/455,15/27694,0.02455274568043967,0.42155992184946844,0.4006328263662638,Zm00001eb162310/Zm00001eb176470,2
Fst_IC_stover,BP,652,455,GO:0045893,positive regulation of DNA-templated transcription,9/455,257/27694,0.026976121023706657,0.42155992184946844,0.4006328263662638,Zm00001eb074070/Zm00001eb098960/Zm00001eb156320/Zm00001eb179000/Zm00001eb201290/Zm00001eb355150/Zm00001eb369160/Zm00001eb373300/Zm00001eb396390,9
Fst_IC_stover,BP,652,455,GO:0006102,isocitrate metabolic process,2/455,17/27694,0.031124495025814044,0.42155992184946844,0.4006328263662638,Zm00001eb183760/Zm00001eb424940,2
Fst_IC_stover,BP,652,455,GO:0009767,photosynthetic electron transport chain,2/455,17/27694,0.031124495025814044,0.42155992184946844,0.4006328263662638,Zm00001eb168450/Zm00001eb183170,2
Fst_IC_stover,CC,652,455,GO:0032580,Golgi cisterna membrane,3/455,44/27694,0.03551396202028374,0.42155992184946844,0.4006328263662638,Zm00001eb373230/Zm00001eb373250/Zm00001eb373260,3
Fst_IC_stover,BP,652,455,GO:0006879,intracellular iron ion homeostasis,3/455,45/27694,0.03760098923150855,0.42155992184946844,0.4006328263662638,Zm00001eb091680/Zm00001eb091690/Zm00001eb404870,3
Fst_IC_stover,MF,652,455,GO:0016207,4-coumarate-CoA ligase activity,3/455,46/27694,0.03974938229998715,0.42155992184946844,0.4006328263662638,Zm00001eb002700/Zm00001eb002720/Zm00001eb178360,3
Fst_IC_stover,BP,652,455,GO:0006417,regulation of translation,4/455,79/27694,0.04124694005768984,0.42155992184946844,0.4006328263662638,Zm00001eb098710/Zm00001eb150960/Zm00001eb386170/Zm00001eb425580,4
Fst_IC_stover,MF,652,455,GO:0005381,iron ion transmembrane transporter activity,2/455,20/27694,0.04210620237728788,0.42155992184946844,0.4006328263662638,Zm00001eb099150/Zm00001eb099160,2
Fst_IC_stover,MF,652,455,GO:0008143,poly(A) binding,2/455,20/27694,0.04210620237728788,0.42155992184946844,0.4006328263662638,Zm00001eb173880/Zm00001eb386170,2
Fst_IC_stover,CC,652,455,GO:0009507,chloroplast,21/455,852/27694,0.04382412579804879,0.42155992184946844,0.4006328263662638,Zm00001eb023740/Zm00001eb074060/Zm00001eb094620/Zm00001eb138350/Zm00001eb150880/Zm00001eb168450/Zm00001eb176260/Zm00001eb182780/Zm00001eb183160/Zm00001eb183170/Zm00001eb183770/Zm00001eb206700/Zm00001eb225380/Zm00001eb332380/Zm00001eb335180/Zm00001eb369170/Zm00001eb397170/Zm00001eb397180/Zm00001eb404870/Zm00001eb415410/Zm00001eb415420,21
Fst_IC_stover,MF,652,455,GO:0005198,structural molecule activity,3/455,48/27694,0.04422850520396083,0.42155992184946844,0.4006328263662638,Zm00001eb091670/Zm00001eb201220/Zm00001eb404830,3
Fst_IC_stover,MF,652,455,GO:0003700,DNA-binding transcription factor activity,33/455,1476/27694,0.046031631172159936,0.42155992184946844,0.4006328263662638,Zm00001eb020610/Zm00001eb020640/Zm00001eb020650/Zm00001eb086370/Zm00001eb098960/Zm00001eb099390/Zm00001eb103000/Zm00001eb115950/Zm00001eb125520/Zm00001eb150840/Zm00001eb174990/Zm00001eb178050/Zm00001eb179000/Zm00001eb187190/Zm00001eb202260/Zm00001eb206730/Zm00001eb206760/Zm00001eb332400/Zm00001eb367920/Zm00001eb367990/Zm00001eb369160/Zm00001eb369190/Zm00001eb369280/Zm00001eb373300/Zm00001eb373370/Zm00001eb374830/Zm00001eb387470/Zm00001eb387490/Zm00001eb411130/Zm00001eb415680/Zm00001eb417570/Zm00001eb425590/Zm00001eb426280,33
Fst_IC_stover,BP,652,455,GO:0030026,intracellular manganese ion homeostasis,2/455,21/27694,0.046043487174555454,0.42155992184946844,0.4006328263662638,Zm00001eb099150/Zm00001eb099160,2
Fst_IC_stover,MF,652,455,GO:0004425,indole-3-glycerol-phosphate synthase activity,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb414460,1
Fst_IC_stover,BP,652,455,GO:0006114,glycerol biosynthetic process,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb414640,1
Fst_IC_stover,BP,652,455,GO:0006654,phosphatidic acid biosynthetic process,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb102970,1
Fst_IC_stover,BP,652,455,GO:0009825,multidimensional cell growth,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb367960,1
Fst_IC_stover,BP,652,455,GO:0010029,regulation of seed germination,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb178990,1
Fst_IC_stover,BP,652,455,GO:0010265,SCF complex assembly,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb178910,1
Fst_IC_stover,MF,652,455,GO:0015217,ADP transmembrane transporter activity,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb287340,1
Fst_IC_stover,BP,652,455,GO:0016139,glycoside catabolic process,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb074120,1
Fst_IC_stover,BP,652,455,GO:0042351,'de novo' GDP-L-fucose biosynthetic process,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb270090,1
Fst_IC_stover,MF,652,455,GO:0042736,NADH kinase activity,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb098430,1
Fst_IC_stover,MF,652,455,GO:0043136,glycerol-3-phosphatase activity,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb414640,1
Fst_IC_stover,BP,652,455,GO:0048354,mucilage biosynthetic process involved in seed coat development,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb367960,1
Fst_IC_stover,MF,652,455,GO:0070063,RNA polymerase binding,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb162920,1
Fst_IC_stover,CC,652,455,GO:0090404,pollen tube tip,1/455,3/27694,0.04848502078494055,0.42155992184946844,0.4006328263662638,Zm00001eb352680,1
Fst_IC_stover,BP,652,455,GO:0000162,L-tryptophan biosynthetic process,2/455,22/27694,0.050109961239192626,0.42155992184946844,0.4006328263662638,Zm00001eb203980/Zm00001eb414460,2
Fst_IC_stover,MF,652,455,GO:0071949,FAD binding,4/455,86/27694,0.053407322836616984,0.42155992184946844,0.4006328263662638,Zm00001eb173900/Zm00001eb384900/Zm00001eb384930/Zm00001eb384940,4
Fst_IC_stover,CC,652,455,GO:0009705,plant-type vacuole membrane,3/455,53/27694,0.05646571285026387,0.42155992184946844,0.4006328263662638,Zm00001eb162310/Zm00001eb422120/Zm00001eb425560,3
Fst_IC_stover,BP,652,455,GO:0000302,response to reactive oxygen species,2/455,24/27694,0.05860946663449547,0.42155992184946844,0.4006328263662638,Zm00001eb369170/Zm00001eb397180,2
Fst_IC_stover,BP,652,455,GO:0045292,"mRNA cis splicing, via spliceosome",2/455,24/27694,0.05860946663449547,0.42155992184946844,0.4006328263662638,Zm00001eb162920/Zm00001eb173350,2
Fst_IC_stover,BP,652,455,GO:0048193,Golgi vesicle transport,2/455,25/27694,0.06303233506013754,0.42155992184946844,0.4006328263662638,Zm00001eb215280/Zm00001eb414700,2
Fst_IC_stover,MF,652,455,GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb183710,1
Fst_IC_stover,MF,652,455,GO:0003935,GTP cyclohydrolase II activity,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb182780,1
Fst_IC_stover,MF,652,455,GO:0004322,ferroxidase activity,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb404870,1
Fst_IC_stover,MF,652,455,GO:0004560,alpha-L-fucosidase activity,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb074120,1
Fst_IC_stover,MF,652,455,GO:0005366,myo-inositol:proton symporter activity,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb425560,1
Fst_IC_stover,MF,652,455,GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb182780,1
Fst_IC_stover,BP,652,455,GO:0010109,regulation of photosynthesis,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb168450,1
Fst_IC_stover,BP,652,455,GO:0015798,myo-inositol transport,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb425560,1
Fst_IC_stover,MF,652,455,GO:0015928,fucosidase activity,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb074120,1
Fst_IC_stover,MF,652,455,GO:0030627,pre-mRNA 5'-splice site binding,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb203990,1
Fst_IC_stover,MF,652,455,GO:0031559,oxidosqualene cyclase activity,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb336340,1
Fst_IC_stover,MF,652,455,GO:0032051,clathrin light chain binding,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb404830,1
Fst_IC_stover,BP,652,455,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb111400,1
Fst_IC_stover,CC,652,455,GO:0071439,clathrin complex,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb404830,1
Fst_IC_stover,BP,652,455,GO:2000070,regulation of response to water deprivation,1/455,4/27694,0.0641196788161732,0.42155992184946844,0.4006328263662638,Zm00001eb201260,1
Fst_IC_stover,MF,652,455,GO:0004185,serine-type carboxypeptidase activity,3/455,56/27694,0.0644966051132309,0.42155992184946844,0.4006328263662638,Zm00001eb096780/Zm00001eb168520/Zm00001eb411170,3
Fst_IC_stover,MF,652,455,GO:0000287,magnesium ion binding,6/455,172/27694,0.06518749503831577,0.42155992184946844,0.4006328263662638,Zm00001eb168480/Zm00001eb415070/Zm00001eb415080/Zm00001eb415090/Zm00001eb415130/Zm00001eb415420,6
Fst_IC_stover,MF,652,455,GO:0004180,carboxypeptidase activity,3/455,57/27694,0.06728426210672592,0.42155992184946844,0.4006328263662638,Zm00001eb096780/Zm00001eb168520/Zm00001eb411170,3
Fst_IC_stover,BP,652,455,GO:0009698,phenylpropanoid metabolic process,3/455,57/27694,0.06728426210672592,0.42155992184946844,0.4006328263662638,Zm00001eb002700/Zm00001eb002720/Zm00001eb178360,3
Fst_IC_stover,BP,652,455,GO:0007031,peroxisome organization,2/455,26/27694,0.06756406081339754,0.42155992184946844,0.4006328263662638,Zm00001eb176300/Zm00001eb287340,2
Fst_IC_stover,BP,652,455,GO:0010027,thylakoid membrane organization,2/455,26/27694,0.06756406081339754,0.42155992184946844,0.4006328263662638,Zm00001eb150880/Zm00001eb168450,2
Fst_IC_stover,BP,652,455,GO:0006508,proteolysis,17/455,694/27694,0.06787714930401643,0.42155992184946844,0.4006328263662638,Zm00001eb074080/Zm00001eb074290/Zm00001eb074300/Zm00001eb096780/Zm00001eb100260/Zm00001eb150910/Zm00001eb168510/Zm00001eb168520/Zm00001eb176480/Zm00001eb176490/Zm00001eb178000/Zm00001eb178120/Zm00001eb205610/Zm00001eb374670/Zm00001eb374810/Zm00001eb381170/Zm00001eb411170,17
Fst_IC_stover,BP,652,455,GO:0009073,aromatic amino acid family biosynthetic process,3/455,58/27694,0.07012603874738572,0.42155992184946844,0.4006328263662638,Zm00001eb203980/Zm00001eb397170/Zm00001eb414460,3
Fst_IC_stover,CC,652,455,GO:0071004,U2-type prespliceosome,2/455,27/27694,0.07219989112386352,0.42155992184946844,0.4006328263662638,Zm00001eb162920/Zm00001eb203990,2
Fst_IC_stover,CC,652,455,GO:0048046,apoplast,6/455,177/27694,0.07265730533456669,0.42155992184946844,0.4006328263662638,Zm00001eb071660/Zm00001eb074120/Zm00001eb091360/Zm00001eb332460/Zm00001eb414340/Zm00001eb414450,6
Fst_IC_stover,MF,652,455,GO:0005384,manganese ion transmembrane transporter activity,2/455,28/27694,0.07693519939706805,0.42155992184946844,0.4006328263662638,Zm00001eb099150/Zm00001eb099160,2
Fst_IC_stover,MF,652,455,GO:0005504,fatty acid binding,2/455,28/27694,0.07693519939706805,0.42155992184946844,0.4006328263662638,Zm00001eb094610/Zm00001eb372460,2
Fst_IC_stover,BP,652,455,GO:0034755,iron ion transmembrane transport,2/455,28/27694,0.07693519939706805,0.42155992184946844,0.4006328263662638,Zm00001eb099150/Zm00001eb099160,2
Fst_IC_stover,BP,652,455,GO:0000395,mRNA 5'-splice site recognition,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb203990,1
Fst_IC_stover,MF,652,455,GO:0003951,NAD+ kinase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb098430,1
Fst_IC_stover,MF,652,455,GO:0003995,acyl-CoA dehydrogenase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb111400,1
Fst_IC_stover,MF,652,455,GO:0004839,ubiquitin activating enzyme activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb404860,1
Fst_IC_stover,BP,652,455,GO:0006044,N-acetylglucosamine metabolic process,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb183710,1
Fst_IC_stover,BP,652,455,GO:0006741,NADP+ biosynthetic process,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb098430,1
Fst_IC_stover,BP,652,455,GO:0006898,receptor-mediated endocytosis,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb404830,1
Fst_IC_stover,MF,652,455,GO:0008515,sucrose transmembrane transporter activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb183000,1
Fst_IC_stover,MF,652,455,GO:0008940,nitrate reductase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb176470,1
Fst_IC_stover,MF,652,455,GO:0008962,phosphatidylglycerophosphatase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb150880,1
Fst_IC_stover,MF,652,455,GO:0010283,pinoresinol reductase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb102960,1
Fst_IC_stover,MF,652,455,GO:0015662,P-type ion transporter activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb397320,1
Fst_IC_stover,CC,652,455,GO:0016460,myosin II complex,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb173700,1
Fst_IC_stover,BP,652,455,GO:0030091,protein repair,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb176270,1
Fst_IC_stover,BP,652,455,GO:0035336,long-chain fatty-acyl-CoA metabolic process,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb201250,1
Fst_IC_stover,BP,652,455,GO:0042594,response to starvation,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb151200,1
Fst_IC_stover,MF,652,455,GO:0050105,L-gulonolactone oxidase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb173900,1
Fst_IC_stover,MF,652,455,GO:0050464,nitrate reductase (NADPH) activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb176470,1
Fst_IC_stover,BP,652,455,GO:0051091,positive regulation of DNA-binding transcription factor activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb369260,1
Fst_IC_stover,BP,652,455,GO:0051606,detection of stimulus,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb408500,1
Fst_IC_stover,MF,652,455,GO:0070139,SUMO-specific endopeptidase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb168510,1
Fst_IC_stover,MF,652,455,GO:0080019,alcohol-forming very long-chain fatty acyl-CoA reductase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb201250,1
Fst_IC_stover,BP,652,455,GO:0080183,response to photooxidative stress,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb385230,1
Fst_IC_stover,MF,652,455,GO:0102965,alcohol-forming long-chain fatty acyl-CoA reductase activity,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb201250,1
Fst_IC_stover,BP,652,455,GO:2000904,regulation of starch metabolic process,1/455,5/27694,0.07949799395299639,0.42155992184946844,0.4006328263662638,Zm00001eb002680,1
Fst_IC_stover,CC,652,455,GO:0030663,COPI-coated vesicle membrane,2/455,29/27694,0.08176548236651592,0.42155992184946844,0.4006328263662638,Zm00001eb091670/Zm00001eb411050,2
Fst_IC_stover,BP,652,455,GO:0071421,manganese ion transmembrane transport,2/455,29/27694,0.08176548236651592,0.42155992184946844,0.4006328263662638,Zm00001eb099150/Zm00001eb099160,2
Fst_IC_stover,BP,652,455,GO:0006865,amino acid transport,4/455,100/27694,0.08287802085745868,0.42155992184946844,0.4006328263662638,Zm00001eb173390/Zm00001eb380520/Zm00001eb387640/Zm00001eb387670,4
Fst_IC_stover,CC,652,455,GO:0030126,COPI vesicle coat,2/455,30/27694,0.08668635730490333,0.42155992184946844,0.4006328263662638,Zm00001eb091670/Zm00001eb411050,2
Fst_IC_stover,CC,652,455,GO:0009570,chloroplast stroma,5/455,144/27694,0.08944752257703578,0.42155992184946844,0.4006328263662638,Zm00001eb002680/Zm00001eb201220/Zm00001eb372460/Zm00001eb397170/Zm00001eb414780,5
Fst_IC_stover,BP,652,455,GO:0036503,ERAD pathway,3/455,65/27694,0.09146732689583013,0.42155992184946844,0.4006328263662638,Zm00001eb084590/Zm00001eb101860/Zm00001eb206740,3
Fst_IC_stover,CC,652,455,GO:0001401,SAM complex,1/455,6/27694,0.09462416003885665,0.42155992184946844,0.4006328263662638,Zm00001eb404840,1
