gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_PHG_landraces_N,MF,575,423,GO:0016758,hexosyltransferase activity,1/423,78/27694,0.699484097585972,0.7844983186771901,0.7374318178598669,Zm00001eb146680,1
GWAS_PHG_landraces_N,BP,575,423,GO:0006417,regulation of translation,1/423,79/27694,0.7040871619950513,0.7884478357824767,0.7411443810474225,Zm00001eb014810,1
GWAS_PHG_landraces_N,BP,575,423,GO:0000160,phosphorelay signal transduction system,1/423,80/27694,0.7086198844457519,0.7923065885904189,0.7447716254022998,Zm00001eb319590,1
GWAS_PHG_landraces_N,BP,575,423,GO:0008380,RNA splicing,3/423,240/27694,0.7121731102269281,0.7950600265779947,0.7473598690380112,Zm00001eb013870/Zm00001eb329230/Zm00001eb362580,3
GWAS_PHG_landraces_N,MF,575,423,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,1/423,82/27694,0.7174785768631506,0.7973199428860318,0.7494842001571104,Zm00001eb399150,1
GWAS_PHG_landraces_N,BP,575,423,GO:0009416,response to light stimulus,1/423,82/27694,0.7174785768631506,0.7973199428860318,0.7494842001571104,Zm00001eb063690,1
GWAS_PHG_landraces_N,MF,575,423,GO:0043130,ubiquitin binding,1/423,82/27694,0.7174785768631506,0.7973199428860318,0.7494842001571104,Zm00001eb359710,1
GWAS_PHG_landraces_N,BP,575,423,GO:0022904,respiratory electron transport chain,1/423,83/27694,0.7218066429933434,0.8009087408556276,0.7528576857945471,Zm00001eb401250,1
GWAS_PHG_landraces_N,MF,575,423,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,1/423,84/27694,0.7260685599834493,0.8026628441734582,0.7545065505117627,Zm00001eb296470,1
GWAS_PHG_landraces_N,MF,575,423,GO:0009055,electron transfer activity,2/423,167/27694,0.7262639230432508,0.8026628441734582,0.7545065505117627,Zm00001eb063680/Zm00001eb063710,2
GWAS_PHG_landraces_N,BP,575,423,GO:0006351,DNA-templated transcription,2/423,168/27694,0.7292967208087509,0.8026628441734582,0.7545065505117627,Zm00001eb095630/Zm00001eb256730,2
GWAS_PHG_landraces_N,BP,575,423,GO:0009734,auxin-activated signaling pathway,2/423,168/27694,0.7292967208087509,0.8026628441734582,0.7545065505117627,Zm00001eb156910/Zm00001eb401940,2
GWAS_PHG_landraces_N,MF,575,423,GO:0015293,symporter activity,1/423,85/27694,0.7302653364820733,0.8026628441734582,0.7545065505117627,Zm00001eb021140,1
GWAS_PHG_landraces_N,BP,575,423,GO:0015031,protein transport,8/423,620/27694,0.7331122372570968,0.8026628441734582,0.7545065505117627,Zm00001eb015420/Zm00001eb063660/Zm00001eb140280/Zm00001eb253690/Zm00001eb269450/Zm00001eb292060/Zm00001eb333670/Zm00001eb352800,8
GWAS_PHG_landraces_N,CC,575,423,GO:0005730,nucleolus,4/423,325/27694,0.7336909294002163,0.8026628441734582,0.7545065505117627,Zm00001eb034960/Zm00001eb189070/Zm00001eb191090/Zm00001eb433140,4
GWAS_PHG_landraces_N,MF,575,423,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4/423,325/27694,0.7336909294002163,0.8026628441734582,0.7545065505117627,Zm00001eb063780/Zm00001eb167040/Zm00001eb167050/Zm00001eb167060,4
GWAS_PHG_landraces_N,CC,575,423,GO:0015935,small ribosomal subunit,1/423,86/27694,0.7343979657938224,0.8026628441734582,0.7545065505117627,Zm00001eb109330,1
GWAS_PHG_landraces_N,BP,575,423,GO:0071805,potassium ion transmembrane transport,1/423,86/27694,0.7343979657938224,0.8026628441734582,0.7545065505117627,Zm00001eb322400,1
GWAS_PHG_landraces_N,BP,575,423,GO:0006508,proteolysis,9/423,694/27694,0.7357956065558118,0.8029865227233335,0.754810809750762,Zm00001eb025550/Zm00001eb068590/Zm00001eb219250/Zm00001eb228230/Zm00001eb296120/Zm00001eb326570/Zm00001eb358380/Zm00001eb401930/Zm00001eb433120,9
GWAS_PHG_landraces_N,MF,575,423,GO:0016491,oxidoreductase activity,23/423,1681/27694,0.7371827456511069,0.803297790104121,0.7551034024370554,Zm00001eb019550/Zm00001eb023810/Zm00001eb035010/Zm00001eb044650/Zm00001eb063780/Zm00001eb082560/Zm00001eb109300/Zm00001eb140290/Zm00001eb167050/Zm00001eb167060/Zm00001eb207540/Zm00001eb214260/Zm00001eb252200/Zm00001eb252210/Zm00001eb292100/Zm00001eb296460/Zm00001eb296550/Zm00001eb332650/Zm00001eb358390/Zm00001eb383660/Zm00001eb433100/Zm00001eb433180/Zm00001eb434270,23
GWAS_PHG_landraces_N,BP,575,423,GO:0003333,amino acid transmembrane transport,1/423,89/27694,0.7464206783596313,0.8121502604838376,0.7634247629412727,Zm00001eb427800,1
GWAS_PHG_landraces_N,MF,575,423,GO:0003729,mRNA binding,9/423,703/27694,0.749237498966483,0.8140002037951803,0.7651637176675512,Zm00001eb014810/Zm00001eb063750/Zm00001eb063770/Zm00001eb068620/Zm00001eb105300/Zm00001eb157660/Zm00001eb287600/Zm00001eb393140/Zm00001eb427780,9
GWAS_PHG_landraces_N,CC,575,423,GO:0098552,side of membrane,1/423,93/27694,0.7616105710666518,0.8262114677196267,0.7766423586534936,Zm00001eb401230,1
GWAS_PHG_landraces_N,MF,575,423,GO:0016853,isomerase activity,4/423,340/27694,0.7649875398946426,0.8277113761536218,0.7780522790787782,Zm00001eb399150/Zm00001eb401220/Zm00001eb417930/Zm00001eb422800,4
GWAS_PHG_landraces_N,MF,575,423,GO:0030527,structural constituent of chromatin,1/423,94/27694,0.7652640158128134,0.8277113761536218,0.7780522790787782,Zm00001eb040460,1
GWAS_PHG_landraces_N,CC,575,423,GO:0009506,plasmodesma,1/423,96/27694,0.772404175491122,0.8341965095304118,0.7841483325453731,Zm00001eb063730,1
GWAS_PHG_landraces_N,CC,575,423,GO:0000502,proteasome complex,1/423,97/27694,0.7758925816715427,0.8364542255293956,0.7862705953644309,Zm00001eb013840,1
GWAS_PHG_landraces_N,MF,575,423,GO:0004722,protein serine/threonine phosphatase activity,3/423,267/27694,0.7767894522406047,0.8364542255293956,0.7862705953644309,Zm00001eb360690/Zm00001eb392820/Zm00001eb401240,3
GWAS_PHG_landraces_N,CC,575,423,GO:0000428,DNA-directed RNA polymerase complex,1/423,98/27694,0.7793276448288764,0.8379496358115794,0.7876762875075277,Zm00001eb095630,1
GWAS_PHG_landraces_N,BP,575,423,GO:0006865,amino acid transport,1/423,100/27694,0.7860409848575016,0.8433451933231458,0.792748134940969,Zm00001eb427800,1
GWAS_PHG_landraces_N,BP,575,423,GO:0008652,amino acid biosynthetic process,2/423,189/27694,0.7866594395881196,0.8433451933231458,0.792748134940969,Zm00001eb194410/Zm00001eb434270,2
GWAS_PHG_landraces_N,BP,575,423,GO:0009451,RNA modification,3/423,273/27694,0.78941512119615,0.8450567156416937,0.7943569733344055,Zm00001eb298470/Zm00001eb422810/Zm00001eb434250,3
GWAS_PHG_landraces_N,BP,575,423,GO:0006813,potassium ion transport,1/423,103/27694,0.7957308684185386,0.850568626212778,0.7995381931478139,Zm00001eb322400,1
GWAS_PHG_landraces_N,BP,575,423,GO:0045892,negative regulation of DNA-templated transcription,1/423,105/27694,0.8019463036568933,0.8559573285005494,0.8046035966411923,Zm00001eb393150,1
GWAS_PHG_landraces_N,MF,575,423,GO:0003924,GTPase activity,3/423,285/27694,0.812890897568372,0.8658135953240585,0.8138685301508373,Zm00001eb063660/Zm00001eb253690/Zm00001eb434230,3
GWAS_PHG_landraces_N,CC,575,423,GO:0000786,nucleosome,1/423,109/27694,0.8138168258562113,0.8658135953240585,0.8138685301508373,Zm00001eb040460,1
GWAS_PHG_landraces_N,MF,575,423,GO:0004842,ubiquitin-protein transferase activity,3/423,286/27694,0.8147436576026121,0.8658135953240585,0.8138685301508373,Zm00001eb109360/Zm00001eb186860/Zm00001eb401910,3
GWAS_PHG_landraces_N,MF,575,423,GO:0051213,dioxygenase activity,1/423,110/27694,0.8166718370094765,0.8665993728965187,0.8146071644727946,Zm00001eb035010,1
GWAS_PHG_landraces_N,CC,575,423,GO:0000785,chromatin,1/423,114/27694,0.8276617173339617,0.8769845813029914,0.824369305361703,Zm00001eb184480,1
GWAS_PHG_landraces_N,MF,575,423,GO:0005525,GTP binding,4/423,377/27694,0.8299062258204288,0.8780865582338063,0.8254051684502318,Zm00001eb063660/Zm00001eb146630/Zm00001eb253690/Zm00001eb434230,4
GWAS_PHG_landraces_N,BP,575,423,GO:0051301,cell division,2/423,213/27694,0.838892854505318,0.8854182555985641,0.8322969957326767,Zm00001eb001710/Zm00001eb366530,2
GWAS_PHG_landraces_N,BP,575,423,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,1/423,119/27694,0.8404793317890348,0.8854182555985641,0.8322969957326767,Zm00001eb146670,1
GWAS_PHG_landraces_N,MF,575,423,GO:0140359,ABC-type transporter activity,1/423,119/27694,0.8404793317890348,0.8854182555985641,0.8322969957326767,Zm00001eb034990,1
GWAS_PHG_landraces_N,MF,575,423,GO:0035251,UDP-glucosyltransferase activity,1/423,123/27694,0.8500450855761037,0.8942032718397974,0.8405549490545204,Zm00001eb240460,1
GWAS_PHG_landraces_N,MF,575,423,GO:0004497,monooxygenase activity,4/423,394/27694,0.8543380979442411,0.897424313258432,0.8435827419409996,Zm00001eb063780/Zm00001eb167040/Zm00001eb167050/Zm00001eb167060,4
GWAS_PHG_landraces_N,BP,575,423,GO:0006260,DNA replication,1/423,126/27694,0.8568418973622678,0.8987593427008536,0.8448376753999793,Zm00001eb146610,1
GWAS_PHG_landraces_N,CC,575,423,GO:0000139,Golgi membrane,6/423,568/27694,0.8677567087504099,0.9065857471786521,0.8521945295116637,Zm00001eb001690/Zm00001eb091270/Zm00001eb146670/Zm00001eb156920/Zm00001eb194820/Zm00001eb219250,6
GWAS_PHG_landraces_N,MF,575,423,GO:0003682,chromatin binding,1/423,132/27694,0.8695272649878854,0.9065857471786521,0.8521945295116637,Zm00001eb146610,1
GWAS_PHG_landraces_N,BP,575,423,GO:0030154,cell differentiation,1/423,132/27694,0.8695272649878854,0.9065857471786521,0.8521945295116637,Zm00001eb373660,1
GWAS_PHG_landraces_N,BP,575,423,GO:0006633,fatty acid biosynthetic process,1/423,133/27694,0.8715296583885865,0.9065857471786521,0.8521945295116637,Zm00001eb035010,1
GWAS_PHG_landraces_N,BP,575,423,GO:0010468,regulation of gene expression,1/423,133/27694,0.8715296583885865,0.9065857471786521,0.8521945295116637,Zm00001eb107170,1
GWAS_PHG_landraces_N,BP,575,423,GO:0006457,protein folding,3/423,322/27694,0.8717648954351649,0.9065857471786521,0.8521945295116637,Zm00001eb024030/Zm00001eb397940/Zm00001eb422800,3
GWAS_PHG_landraces_N,BP,575,423,GO:0016042,lipid catabolic process,1/423,134/27694,0.873501392161005,0.9070975995518129,0.8526756729596855,Zm00001eb296540,1
GWAS_PHG_landraces_N,MF,575,423,GO:0003779,actin binding,1/423,135/27694,0.8754429346543249,0.9078206249829344,0.8533553199969538,Zm00001eb013860,1
GWAS_PHG_landraces_N,CC,575,423,GO:0005789,endoplasmic reticulum membrane,5/423,498/27694,0.8796751634542586,0.9109136280655603,0.8562627562929462,Zm00001eb119450/Zm00001eb191680/Zm00001eb219250/Zm00001eb359710/Zm00001eb393170,5
GWAS_PHG_landraces_N,BP,575,423,GO:0051707,response to other organism,1/423,138/27694,0.8810909915361851,0.9110855784820978,0.856424390429349,Zm00001eb025540,1
GWAS_PHG_landraces_N,MF,575,423,GO:0019843,rRNA binding,1/423,144/27694,0.8916320384592137,0.9193773069826969,0.8642186511381645,Zm00001eb231800,1
GWAS_PHG_landraces_N,BP,575,423,GO:0045944,positive regulation of transcription by RNA polymerase II,1/423,144/27694,0.8916320384592137,0.9193773069826969,0.8642186511381645,Zm00001eb296470,1
GWAS_PHG_landraces_N,MF,575,423,GO:0003743,translation initiation factor activity,1/423,146/27694,0.894934293137555,0.9214789543746859,0.8661942087905865,Zm00001eb392860,1
GWAS_PHG_landraces_N,CC,575,423,GO:0022627,cytosolic small ribosomal subunit,1/423,147/27694,0.8965475788208283,0.921838060592925,0.8665317701913137,Zm00001eb109330,1
GWAS_PHG_landraces_N,BP,575,423,GO:0006413,translational initiation,1/423,148/27694,0.8981361501410733,0.9221707795110456,0.8668445274156246,Zm00001eb392860,1
GWAS_PHG_landraces_N,MF,575,423,GO:0043531,ADP binding,1/423,150/27694,0.9012406548234624,0.9240020487081271,0.8685659283936046,Zm00001eb322130,1
GWAS_PHG_landraces_N,MF,575,423,GO:0008233,peptidase activity,6/423,605/27694,0.9024546758301598,0.9240020487081271,0.8685659283936046,Zm00001eb068590/Zm00001eb219250/Zm00001eb228230/Zm00001eb296120/Zm00001eb358380/Zm00001eb433120,6
GWAS_PHG_landraces_N,BP,575,423,GO:0006886,intracellular protein transport,2/423,265/27694,0.9145193230466624,0.9350414957938525,0.8789430564750532,Zm00001eb063700/Zm00001eb392990,2
GWAS_PHG_landraces_N,MF,575,423,GO:0016779,nucleotidyltransferase activity,1/423,173/27694,0.9308287223880716,0.9503839476483251,0.8933650276789542,Zm00001eb146610,1
GWAS_PHG_landraces_N,MF,575,423,GO:0003723,RNA binding,19/423,1677/27694,0.9333767964657336,0.9509271154106096,0.8938756077284051,Zm00001eb001700/Zm00001eb013870/Zm00001eb014820/Zm00001eb034920/Zm00001eb063770/Zm00001eb189070/Zm00001eb191090/Zm00001eb231800/Zm00001eb298140/Zm00001eb298470/Zm00001eb359700/Zm00001eb362580/Zm00001eb393140/Zm00001eb417950/Zm00001eb422810/Zm00001eb427780/Zm00001eb431910/Zm00001eb433140/Zm00001eb434250,19
GWAS_PHG_landraces_N,BP,575,423,GO:0006325,chromatin organization,1/423,176/27694,0.9339695673991721,0.9509271154106096,0.8938756077284051,Zm00001eb040460,1
GWAS_PHG_landraces_N,MF,575,423,GO:0050660,flavin adenine dinucleotide binding,1/423,185/27694,0.9425637771254087,0.9583389031024031,0.9008427202652003,Zm00001eb063680,1
GWAS_PHG_landraces_N,CC,575,423,GO:1990904,ribonucleoprotein complex,7/423,763/27694,0.9481933916627765,0.9627200313679165,0.9049609998130298,Zm00001eb013870/Zm00001eb109330/Zm00001eb157660/Zm00001eb191090/Zm00001eb231800/Zm00001eb298140/Zm00001eb433140,7
GWAS_PHG_landraces_N,MF,575,423,GO:0030246,carbohydrate binding,1/423,202/27694,0.9558690240861716,0.9680462636922721,0.9099676812701887,Zm00001eb409850,1
GWAS_PHG_landraces_N,BP,575,423,GO:0005975,carbohydrate metabolic process,4/423,517/27694,0.9570791884926879,0.9680462636922721,0.9099676812701887,Zm00001eb068580/Zm00001eb122830/Zm00001eb146680/Zm00001eb312000,4
GWAS_PHG_landraces_N,MF,575,423,GO:0016798,"hydrolase activity, acting on glycosyl bonds",3/423,422/27694,0.9574229850783651,0.9680462636922721,0.9099676812701887,Zm00001eb021150/Zm00001eb122830/Zm00001eb312000,3
GWAS_PHG_landraces_N,MF,575,423,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",2/423,326/27694,0.9606990666795101,0.9700133235586743,0.9118167260655506,Zm00001eb122830/Zm00001eb312000,2
GWAS_PHG_landraces_N,BP,575,423,GO:0006952,defense response,3/423,461/27694,0.9729969081359986,0.9810715712740566,0.9222115268203176,Zm00001eb322130/Zm00001eb362610/Zm00001eb401930,3
GWAS_PHG_landraces_N,MF,575,423,GO:0016757,glycosyltransferase activity,6/423,791/27694,0.9825189226438507,0.9893042743195678,0.9299503033456629,Zm00001eb063800/Zm00001eb156920/Zm00001eb206910/Zm00001eb240450/Zm00001eb283110/Zm00001eb378140,6
GWAS_PHG_landraces_N,CC,575,423,GO:0005840,ribosome,4/423,657/27694,0.9909108703578381,0.9951040326088914,0.9354021012611197,Zm00001eb109330/Zm00001eb157660/Zm00001eb231800/Zm00001eb359680,4
GWAS_PHG_landraces_N,CC,575,423,GO:0005576,extracellular region,3/423,557/27694,0.9915928278434256,0.9951040326088914,0.9354021012611197,Zm00001eb140290/Zm00001eb214260/Zm00001eb429670,3
GWAS_PHG_landraces_N,BP,575,423,GO:0006412,translation,5/423,774/27694,0.9923739803932292,0.9951040326088914,0.9354021012611197,Zm00001eb063750/Zm00001eb109330/Zm00001eb157660/Zm00001eb231800/Zm00001eb392860,5
GWAS_PHG_landraces_N,BP,575,423,GO:0016192,vesicle-mediated transport,1/423,354/27694,0.9958474645893702,0.9960040919765389,0.9362481609656008,Zm00001eb140280,1
GWAS_PHG_landraces_N,MF,575,423,GO:0003735,structural constituent of ribosome,3/423,616/27694,0.9960040919765389,0.9960040919765389,0.9362481609656008,Zm00001eb109330/Zm00001eb157660/Zm00001eb231800,3
